station_name	date	name	value
Alna	20.01.2017	doc	4.4
Alna	20.01.2017	a250	0.1
Alna	20.01.2017	a254	0.09
Alna	20.01.2017	a365	0.01
Alna	20.01.2017	SUVA_254	2.08
Alna	20.01.2017	E2_E3	6.87
Alna	07.02.2017	doc	4
Alna	07.02.2017	a250	0.09
Alna	07.02.2017	a254	0.09
Alna	07.02.2017	a365	0.01
Alna	07.02.2017	SUVA_254	2.26
Alna	07.02.2017	E2_E3	6.58
Alna	03.03.2017	doc	5.6
Alna	03.03.2017	a250	0.14
Alna	03.03.2017	a254	0.14
Alna	03.03.2017	a365	0.03
Alna	03.03.2017	SUVA_254	2.48
Alna	03.03.2017	E2_E3	5.61
Alna	05.04.2017	doc	4.4
Alna	05.04.2017	a250	0.14
Alna	05.04.2017	a254	0.13
Alna	05.04.2017	a365	0.03
Alna	05.04.2017	SUVA_254	3.01
Alna	05.04.2017	E2_E3	5.46
Alna	03.05.2017	doc	4.2
Alna	03.05.2017	a250	0.1
Alna	03.05.2017	a254	0.1
Alna	03.05.2017	a365	0.02
Alna	03.05.2017	SUVA_254	2.32
Alna	03.05.2017	E2_E3	6.49
Alna	08.06.2017	doc	3.5
Alna	08.06.2017	a250	0.14
Alna	08.06.2017	a254	0.13
Alna	08.06.2017	a365	0.03
Alna	08.06.2017	SUVA_254	3.83
Alna	08.06.2017	E2_E3	5.53
Alna	05.07.2017	doc	5
Alna	05.07.2017	a250	0.15
Alna	05.07.2017	a254	0.14
Alna	05.07.2017	a365	0.02
Alna	05.07.2017	SUVA_254	2.8
Alna	05.07.2017	E2_E3	7.25
Alna	03.08.2017	doc	4.2
Alna	03.08.2017	a250	0.13
Alna	03.08.2017	a254	0.13
Alna	03.08.2017	a365	0.02
Alna	03.08.2017	SUVA_254	3.07
Alna	03.08.2017	E2_E3	5.9
Alna	04.09.2017	doc	3.7
Alna	04.09.2017	a250	0.11
Alna	04.09.2017	a254	0.1
Alna	04.09.2017	a365	0.02
Alna	04.09.2017	SUVA_254	2.83
Alna	04.09.2017	E2_E3	6.12
Alna	04.10.2017	doc	5
Alna	04.10.2017	a250	0.16
Alna	04.10.2017	a254	0.16
Alna	04.10.2017	a365	0.03
Alna	04.10.2017	SUVA_254	3.12
Alna	04.10.2017	E2_E3	5.64
Alna	07.11.2017	doc	5.5
Alna	07.11.2017	a250	0.19
Alna	07.11.2017	a254	0.18
Alna	07.11.2017	a365	0.03
Alna	07.11.2017	SUVA_254	3.29
Alna	07.11.2017	E2_E3	5.42
Alna	05.12.2017	doc	3.5
Alna	05.12.2017	a250	0.13
Alna	05.12.2017	a254	0.13
Alna	05.12.2017	a365	0.02
Alna	05.12.2017	SUVA_254	3.7
Alna	05.12.2017	E2_E3	5.4
Alna	04.01.2018	doc	3.5
Alna	04.01.2018	a250	0.14
Alna	04.01.2018	a254	0.13
Alna	04.01.2018	a365	0.03
Alna	04.01.2018	SUVA_254	3.74
Alna	04.01.2018	E2_E3	5.37
Alna	06.02.2018	doc	3.9
Alna	06.02.2018	a250	0.11
Alna	06.02.2018	a254	0.11
Alna	06.02.2018	a365	0.02
Alna	06.02.2018	SUVA_254	2.73
Alna	06.02.2018	E2_E3	5.63
Alna	07.03.2018	doc	2.6
Alna	07.03.2018	a250	0.1
Alna	07.03.2018	a254	0.1
Alna	07.03.2018	a365	0.02
Alna	07.03.2018	SUVA_254	3.82
Alna	07.03.2018	E2_E3	6.12
Alna	05.04.2018	doc	4.4
Alna	05.04.2018	a250	0.1
Alna	05.04.2018	a254	0.09
Alna	05.04.2018	a365	0.01
Alna	05.04.2018	SUVA_254	2.16
Alna	05.04.2018	E2_E3	6.77
Alna	03.05.2018	doc	4
Alna	03.05.2018	a250	0.16
Alna	03.05.2018	a254	0.16
Alna	03.05.2018	a365	0.03
Alna	03.05.2018	SUVA_254	3.92
Alna	03.05.2018	E2_E3	5.16
Alna	05.06.2018	doc	2.9
Alna	05.06.2018	a250	0.09
Alna	05.06.2018	a254	0.09
Alna	05.06.2018	a365	0.01
Alna	05.06.2018	SUVA_254	3.01
Alna	05.06.2018	E2_E3	6.41
Alna	03.07.2018	doc	3.1
Alna	03.07.2018	a250	0.1
Alna	03.07.2018	a254	0.09
Alna	03.07.2018	a365	0.02
Alna	03.07.2018	SUVA_254	2.97
Alna	03.07.2018	E2_E3	6.41
Alna	07.08.2018	doc	3.1
Alna	07.08.2018	a250	0.09
Alna	07.08.2018	a254	0.08
Alna	07.08.2018	a365	0.01
Alna	07.08.2018	SUVA_254	2.73
Alna	07.08.2018	E2_E3	6.46
Alna	04.09.2018	doc	2.88
Alna	04.09.2018	a250	0.09
Alna	04.09.2018	a254	0.08
Alna	04.09.2018	a365	0.01
Alna	04.09.2018	SUVA_254	2.93
Alna	04.09.2018	E2_E3	6.81
Alna	03.10.2018	doc	2.7
Alna	03.10.2018	a250	0.1
Alna	03.10.2018	a254	0.1
Alna	03.10.2018	a365	0.02
Alna	03.10.2018	SUVA_254	3.6
Alna	03.10.2018	E2_E3	6.31
Alna	05.11.2018	doc	3
Alna	05.11.2018	a250	0.12
Alna	05.11.2018	a254	0.11
Alna	05.11.2018	a365	0.02
Alna	05.11.2018	SUVA_254	3.81
Alna	05.11.2018	E2_E3	6.34
Alna	05.12.2018	doc	4.4
Alna	05.12.2018	a250	0.17
Alna	05.12.2018	a254	0.16
Alna	05.12.2018	a365	0.03
Alna	05.12.2018	SUVA_254	3.74
Alna	05.12.2018	E2_E3	5.55
Alna	07.01.2019	doc	3
Alna	07.01.2019	a250	0.1
Alna	07.01.2019	a254	0.09
Alna	07.01.2019	a365	0.02
Alna	07.01.2019	SUVA_254	3.16
Alna	07.01.2019	E2_E3	6.26
Alna	05.02.2019	doc	2.8
Alna	05.02.2019	a250	0.09
Alna	05.02.2019	a254	0.09
Alna	05.02.2019	a365	0.01
Alna	05.02.2019	SUVA_254	3.2
Alna	05.02.2019	E2_E3	6.26
Alna	05.03.2019	doc	3.6
Alna	05.03.2019	a250	0.15
Alna	05.03.2019	a254	0.14
Alna	05.03.2019	a365	0.03
Alna	05.03.2019	SUVA_254	3.87
Alna	05.03.2019	E2_E3	5.67
Alna	02.04.2019	doc	3.8
Alna	02.04.2019	a250	0.14
Alna	02.04.2019	a254	0.14
Alna	02.04.2019	a365	0.03
Alna	02.04.2019	SUVA_254	3.64
Alna	02.04.2019	E2_E3	5.62
Alna	09.05.2019	doc	2.1
Alna	09.05.2019	a250	0.09
Alna	09.05.2019	a254	0.08
Alna	09.05.2019	a365	0.01
Alna	09.05.2019	SUVA_254	4
Alna	09.05.2019	E2_E3	7.14
Alna	04.06.2019	doc	2.6
Alna	04.06.2019	a250	0.12
Alna	04.06.2019	a254	0.11
Alna	04.06.2019	a365	0.02
Alna	04.06.2019	SUVA_254	4.38
Alna	04.06.2019	E2_E3	6.32
Alna	03.07.2019	doc	2.5
Alna	03.07.2019	a250	0.11
Alna	03.07.2019	a254	0.1
Alna	03.07.2019	a365	0.02
Alna	03.07.2019	SUVA_254	4.1
Alna	03.07.2019	E2_E3	6.54
Alna	06.08.2019	doc	3.1
Alna	06.08.2019	a250	0.12
Alna	06.08.2019	a254	0.12
Alna	06.08.2019	a365	0.02
Alna	06.08.2019	SUVA_254	3.73
Alna	06.08.2019	E2_E3	7
Alna	05.09.2019	doc	8.5
Alna	05.09.2019	a250	0.28
Alna	05.09.2019	a254	0.27
Alna	05.09.2019	a365	0.05
Alna	05.09.2019	SUVA_254	3.15
Alna	05.09.2019	E2_E3	5.4
Alna	01.10.2019	doc	5.3
Alna	01.10.2019	a250	0.2
Alna	01.10.2019	a254	0.19
Alna	01.10.2019	a365	0.04
Alna	01.10.2019	SUVA_254	3.62
Alna	01.10.2019	E2_E3	5.49
Alna	05.11.2019	doc	3.3
Alna	05.11.2019	a250	0.13
Alna	05.11.2019	a254	0.12
Alna	05.11.2019	a365	0.02
Alna	05.11.2019	SUVA_254	3.73
Alna	05.11.2019	E2_E3	5.84
Alna	04.12.2019	doc	7.7
Alna	04.12.2019	a250	0.15
Alna	04.12.2019	a254	0.15
Alna	04.12.2019	a365	0.03
Alna	04.12.2019	SUVA_254	1.88
Alna	04.12.2019	E2_E3	5.54
Alna	15.01.2020	doc	2.5
Alna	15.01.2020	a250	0.16
Alna	15.01.2020	a254	0.15
Alna	15.01.2020	a365	0.03
Alna	15.01.2020	SUVA_254	6.2
Alna	15.01.2020	E2_E3	4.95
Alna	04.02.2020	doc	2.3
Alna	04.02.2020	a250	0.15
Alna	04.02.2020	a254	0.15
Alna	04.02.2020	a365	0.03
Alna	04.02.2020	SUVA_254	6.46
Alna	04.02.2020	E2_E3	5.24
Alna	04.03.2020	doc	1.7
Alna	04.03.2020	a250	0.15
Alna	04.03.2020	a254	0.14
Alna	04.03.2020	a365	0.03
Alna	04.03.2020	SUVA_254	8.21
Alna	04.03.2020	E2_E3	5.43
Alna	14.04.2020	doc	2.5
Alna	14.04.2020	a250	0.1
Alna	14.04.2020	a254	0.1
Alna	14.04.2020	a365	0.02
Alna	14.04.2020	SUVA_254	3.98
Alna	14.04.2020	E2_E3	5.84
Alna	04.05.2020	doc	2.7
Alna	04.05.2020	a250	0.11
Alna	04.05.2020	a254	0.1
Alna	04.05.2020	a365	0.02
Alna	04.05.2020	SUVA_254	3.85
Alna	04.05.2020	E2_E3	6.22
Alna	03.06.2020	doc	8.7
Alna	03.06.2020	a250	0.08
Alna	03.06.2020	a254	0.08
Alna	03.06.2020	a365	0.01
Alna	03.06.2020	SUVA_254	0.9
Alna	03.06.2020	E2_E3	6.61
Alna	02.07.2020	doc	4.7
Alna	02.07.2020	a250	0.13
Alna	02.07.2020	a254	0.12
Alna	02.07.2020	a365	0.02
Alna	02.07.2020	SUVA_254	2.57
Alna	02.07.2020	E2_E3	6.41
Alna	04.08.2020	doc	12
Alna	04.08.2020	a250	0.11
Alna	04.08.2020	a254	0.11
Alna	04.08.2020	a365	0.02
Alna	04.08.2020	SUVA_254	0.89
Alna	04.08.2020	E2_E3	6.4
Alna	02.09.2020	doc	3.4
Alna	02.09.2020	a250	0.08
Alna	02.09.2020	a254	0.07
Alna	02.09.2020	a365	0.01
Alna	02.09.2020	SUVA_254	2.11
Alna	02.09.2020	E2_E3	7.08
Alna	06.10.2020	doc	6.1
Alna	06.10.2020	a250	0.19
Alna	06.10.2020	a254	0.18
Alna	06.10.2020	a365	0.03
Alna	06.10.2020	SUVA_254	2.92
Alna	06.10.2020	E2_E3	5.47
Alna	10.11.2020	doc	4.3
Alna	10.11.2020	a250	0.15
Alna	10.11.2020	a254	0.14
Alna	10.11.2020	a365	0.03
Alna	10.11.2020	SUVA_254	3.24
Alna	10.11.2020	E2_E3	5.47
Alna	07.12.2020	doc	5
Alna	07.12.2020	a250	0.21
Alna	07.12.2020	a254	0.21
Alna	07.12.2020	a365	0.04
Alna	07.12.2020	SUVA_254	4.11
Alna	07.12.2020	E2_E3	4.91
Alna	20.01.2021	doc	1.8
Alna	20.01.2021	a250	0.11
Alna	20.01.2021	a254	0.1
Alna	20.01.2021	a365	0.02
Alna	20.01.2021	SUVA_254	5.69
Alna	20.01.2021	E2_E3	5.7
Alna	02.02.2021	doc	3.5
Alna	02.02.2021	a250	0.13
Alna	02.02.2021	a254	0.12
Alna	02.02.2021	a365	0.02
Alna	02.02.2021	SUVA_254	3.48
Alna	02.02.2021	E2_E3	5.36
Alna	04.03.2021	doc	3.6
Alna	04.03.2021	a250	0.15
Alna	04.03.2021	a254	0.14
Alna	04.03.2021	a365	0.03
Alna	04.03.2021	SUVA_254	4.01
Alna	04.03.2021	E2_E3	5.22
Alna	07.04.2021	doc	3.2
Alna	07.04.2021	a250	0.12
Alna	07.04.2021	a254	0.11
Alna	07.04.2021	a365	0.02
Alna	07.04.2021	SUVA_254	3.58
Alna	07.04.2021	E2_E3	5.5
Alna	03.05.2021	doc	3.4
Alna	03.05.2021	a250	0.09
Alna	03.05.2021	a254	0.09
Alna	03.05.2021	a365	0.01
Alna	03.05.2021	SUVA_254	2.6
Alna	03.05.2021	E2_E3	6.48
Alna	08.06.2021	doc	3.4
Alna	08.06.2021	a250	0.1
Alna	08.06.2021	a254	0.1
Alna	08.06.2021	a365	0.02
Alna	08.06.2021	SUVA_254	2.82
Alna	08.06.2021	E2_E3	5.52
Alna	05.07.2021	doc	8.7
Alna	05.07.2021	a250	0.24
Alna	05.07.2021	a254	0.23
Alna	05.07.2021	a365	0.03
Alna	05.07.2021	SUVA_254	2.6
Alna	05.07.2021	E2_E3	7.49
Alna	02.08.2021	doc	3.9
Alna	02.08.2021	a250	0.12
Alna	02.08.2021	a254	0.12
Alna	02.08.2021	a365	0.02
Alna	02.08.2021	SUVA_254	3.03
Alna	02.08.2021	E2_E3	6.08
Alna	06.09.2021	doc	3.1
Alna	06.09.2021	a250	0.08
Alna	06.09.2021	a254	0.08
Alna	06.09.2021	a365	0.01
Alna	06.09.2021	SUVA_254	2.48
Alna	06.09.2021	E2_E3	6.68
Alna	05.10.2021	doc	6.5
Alna	05.10.2021	a250	0.23
Alna	05.10.2021	a254	0.22
Alna	05.10.2021	a365	0.04
Alna	05.10.2021	SUVA_254	3.35
Alna	05.10.2021	E2_E3	5.27
Alna	02.11.2021	doc	6.1
Alna	02.11.2021	a250	0.21
Alna	02.11.2021	a254	0.2
Alna	02.11.2021	a365	0.04
Alna	02.11.2021	SUVA_254	3.25
Alna	02.11.2021	E2_E3	5.4
Alna	06.12.2021	doc	3.4
Alna	06.12.2021	a250	0.09
Alna	06.12.2021	a254	0.09
Alna	06.12.2021	a365	0.01
Alna	06.12.2021	SUVA_254	2.65
Alna	06.12.2021	E2_E3	6.43
Alna	03.01.2022	doc	1.5
Alna	03.01.2022	a250	0.1
Alna	03.01.2022	a254	0.1
Alna	03.01.2022	a365	0.02
Alna	03.01.2022	SUVA_254	6.45
Alna	03.01.2022	E2_E3	5.89
Alna	07.02.2022	doc	2.9
Alna	07.03.2022	doc	2.9
Alna	07.03.2022	a250	0.11
Alna	07.03.2022	a254	0.1
Alna	07.03.2022	a365	0.02
Alna	07.03.2022	SUVA_254	3.51
Alna	07.03.2022	E2_E3	5.77
Alna	04.04.2022	doc	13.2
Alna	04.04.2022	a250	0.25
Alna	04.04.2022	a254	0.24
Alna	04.04.2022	a365	0.03
Alna	04.04.2022	SUVA_254	1.79
Alna	04.04.2022	E2_E3	7.99
Alna	02.05.2022	doc	3
Alna	02.05.2022	a250	0.07
Alna	02.05.2022	a254	0.07
Alna	02.05.2022	a365	0.01
Alna	02.05.2022	SUVA_254	2.35
Alna	02.05.2022	E2_E3	6.73
Alna	07.06.2022	doc	3.6
Alna	07.06.2022	a250	0.08
Alna	07.06.2022	a254	0.08
Alna	07.06.2022	a365	0.01
Alna	07.06.2022	SUVA_254	2.2
Alna	07.06.2022	E2_E3	6.53
Alna	04.07.2022	doc	4.5
Alna	04.07.2022	a250	0.13
Alna	04.07.2022	a254	0.13
Alna	04.07.2022	a365	0.02
Alna	04.07.2022	SUVA_254	2.84
Alna	04.07.2022	E2_E3	5.76
Alna	01.08.2022	doc	4.8
Alna	01.08.2022	a250	0.15
Alna	01.08.2022	a254	0.14
Alna	01.08.2022	a365	0.02
Alna	01.08.2022	SUVA_254	2.99
Alna	01.08.2022	E2_E3	6.62
Alna	05.09.2022	doc	3.7
Alna	05.09.2022	a250	0.11
Alna	05.09.2022	a254	0.1
Alna	05.09.2022	a365	0.02
Alna	05.09.2022	SUVA_254	2.83
Alna	05.09.2022	E2_E3	6.59
Alna	03.10.2022	doc	3.6
Alna	03.10.2022	a250	0.11
Alna	03.10.2022	a254	0.1
Alna	03.10.2022	a365	0.02
Alna	03.10.2022	SUVA_254	2.84
Alna	03.10.2022	E2_E3	6
Alna	07.11.2022	doc	4.9
Alna	07.11.2022	a250	0.17
Alna	07.11.2022	a254	0.17
Alna	07.11.2022	a365	0.03
Alna	07.11.2022	SUVA_254	3.37
Alna	07.11.2022	E2_E3	5.17
Alna	05.12.2022	doc	4.1
Alna	05.12.2022	a250	0.15
Alna	05.12.2022	a254	0.14
Alna	05.12.2022	a365	0.03
Alna	05.12.2022	SUVA_254	3.5
Alna	05.12.2022	E2_E3	5.4
Alna	03.01.2022	doc	1.5
Alna	03.01.2022	a250	0.1
Alna	03.01.2022	a254	0.1
Alna	03.01.2022	a365	0.02
Alna	03.01.2022	SUVA_254	6.45
Alna	03.01.2022	E2_E3	5.89
Alna	07.02.2022	doc	2.9
Alna	07.03.2022	doc	2.9
Alna	07.03.2022	a250	0.11
Alna	07.03.2022	a254	0.1
Alna	07.03.2022	a365	0.02
Alna	07.03.2022	SUVA_254	3.51
Alna	07.03.2022	E2_E3	5.77
Alna	04.04.2022	doc	13.2
Alna	04.04.2022	a250	0.25
Alna	04.04.2022	a254	0.24
Alna	04.04.2022	a365	0.03
Alna	04.04.2022	SUVA_254	1.79
Alna	04.04.2022	E2_E3	7.99
Alna	02.05.2022	doc	3
Alna	02.05.2022	a250	0.07
Alna	02.05.2022	a254	0.07
Alna	02.05.2022	a365	0.01
Alna	02.05.2022	SUVA_254	2.35
Alna	02.05.2022	E2_E3	6.73
Alna	07.06.2022	doc	3.6
Alna	07.06.2022	a250	0.08
Alna	07.06.2022	a254	0.08
Alna	07.06.2022	a365	0.01
Alna	07.06.2022	SUVA_254	2.2
Alna	07.06.2022	E2_E3	6.53
Alna	04.07.2022	doc	4.5
Alna	04.07.2022	a250	0.13
Alna	04.07.2022	a254	0.13
Alna	04.07.2022	a365	0.02
Alna	04.07.2022	SUVA_254	2.84
Alna	04.07.2022	E2_E3	5.76
Alna	01.08.2022	doc	4.8
Alna	01.08.2022	a250	0.15
Alna	01.08.2022	a254	0.14
Alna	01.08.2022	a365	0.02
Alna	01.08.2022	SUVA_254	2.99
Alna	01.08.2022	E2_E3	6.62
Alna	05.09.2022	doc	3.7
Alna	05.09.2022	a250	0.11
Alna	05.09.2022	a254	0.1
Alna	05.09.2022	a365	0.02
Alna	05.09.2022	SUVA_254	2.83
Alna	05.09.2022	E2_E3	6.59
Alna	03.10.2022	doc	3.6
Alna	03.10.2022	a250	0.11
Alna	03.10.2022	a254	0.1
Alna	03.10.2022	a365	0.02
Alna	03.10.2022	SUVA_254	2.84
Alna	03.10.2022	E2_E3	6
Alna	07.11.2022	doc	4.9
Alna	07.11.2022	a250	0.17
Alna	07.11.2022	a254	0.17
Alna	07.11.2022	a365	0.03
Alna	07.11.2022	SUVA_254	3.37
Alna	07.11.2022	E2_E3	5.17
Alna	05.12.2022	doc	4.1
Alna	05.12.2022	a250	0.15
Alna	05.12.2022	a254	0.14
Alna	05.12.2022	a365	0.03
Alna	05.12.2022	SUVA_254	3.5
Alna	05.12.2022	E2_E3	5.4
Altaelva	23.01.2017	doc	3.5
Altaelva	23.01.2017	a250	0.13
Altaelva	23.01.2017	a254	0.13
Altaelva	23.01.2017	a365	0.03
Altaelva	23.01.2017	SUVA_254	3.7
Altaelva	23.01.2017	E2_E3	4.88
Altaelva	03.04.2017	doc	3.3
Altaelva	03.04.2017	a250	0.13
Altaelva	03.04.2017	a254	0.12
Altaelva	03.04.2017	a365	0.03
Altaelva	03.04.2017	SUVA_254	3.71
Altaelva	03.04.2017	E2_E3	4.87
Altaelva	07.05.2017	doc	2.8
Altaelva	07.05.2017	a250	0.1
Altaelva	07.05.2017	a254	0.09
Altaelva	07.05.2017	a365	0.02
Altaelva	07.05.2017	SUVA_254	3.38
Altaelva	07.05.2017	E2_E3	5.2
Altaelva	06.06.2017	doc	3.7
Altaelva	06.06.2017	a250	0.15
Altaelva	06.06.2017	a254	0.14
Altaelva	06.06.2017	a365	0.03
Altaelva	06.06.2017	SUVA_254	3.9
Altaelva	06.06.2017	E2_E3	4.56
Altaelva	09.07.2017	doc	3
Altaelva	09.07.2017	a250	0.12
Altaelva	09.07.2017	a254	0.12
Altaelva	09.07.2017	a365	0.02
Altaelva	09.07.2017	SUVA_254	3.95
Altaelva	09.07.2017	E2_E3	5.03
Altaelva	14.08.2017	doc	3.8
Altaelva	14.08.2017	a250	0.15
Altaelva	14.08.2017	a254	0.14
Altaelva	14.08.2017	a365	0.03
Altaelva	14.08.2017	SUVA_254	3.77
Altaelva	14.08.2017	E2_E3	4.93
Altaelva	03.09.2017	doc	3.8
Altaelva	03.09.2017	a250	0.15
Altaelva	03.09.2017	a254	0.14
Altaelva	03.09.2017	a365	0.03
Altaelva	03.09.2017	SUVA_254	3.75
Altaelva	03.09.2017	E2_E3	4.98
Altaelva	01.10.2017	doc	3.4
Altaelva	01.10.2017	a250	0.14
Altaelva	01.10.2017	a254	0.13
Altaelva	01.10.2017	a365	0.03
Altaelva	01.10.2017	SUVA_254	3.91
Altaelva	01.10.2017	E2_E3	5.06
Altaelva	30.10.2017	doc	3.3
Altaelva	30.10.2017	a250	0.13
Altaelva	30.10.2017	a254	0.13
Altaelva	30.10.2017	a365	0.03
Altaelva	30.10.2017	SUVA_254	3.8
Altaelva	30.10.2017	E2_E3	4.99
Altaelva	05.12.2017	doc	3.1
Altaelva	05.12.2017	a250	0.12
Altaelva	05.12.2017	a254	0.11
Altaelva	05.12.2017	a365	0.02
Altaelva	05.12.2017	SUVA_254	3.7
Altaelva	05.12.2017	E2_E3	4.94
Altaelva	02.01.2018	doc	2.9
Altaelva	02.01.2018	a250	0.12
Altaelva	02.01.2018	a254	0.12
Altaelva	02.01.2018	a365	0.03
Altaelva	02.01.2018	SUVA_254	3.99
Altaelva	02.01.2018	E2_E3	4.64
Altaelva	06.02.2018	doc	2.8
Altaelva	06.02.2018	a250	0.12
Altaelva	06.02.2018	a254	0.11
Altaelva	06.02.2018	a365	0.02
Altaelva	06.02.2018	SUVA_254	4
Altaelva	06.02.2018	E2_E3	5
Altaelva	05.03.2018	doc	2.8
Altaelva	05.03.2018	a250	0.11
Altaelva	05.03.2018	a254	0.11
Altaelva	05.03.2018	a365	0.02
Altaelva	05.03.2018	SUVA_254	3.86
Altaelva	05.03.2018	E2_E3	4.99
Altaelva	03.04.2018	doc	2.7
Altaelva	03.04.2018	a250	0.11
Altaelva	03.04.2018	a254	0.1
Altaelva	03.04.2018	a365	0.02
Altaelva	03.04.2018	SUVA_254	3.83
Altaelva	03.04.2018	E2_E3	5.11
Altaelva	08.05.2018	doc	3.1
Altaelva	08.05.2018	a250	0.12
Altaelva	08.05.2018	a254	0.11
Altaelva	08.05.2018	a365	0.02
Altaelva	08.05.2018	SUVA_254	3.67
Altaelva	08.05.2018	E2_E3	4.85
Altaelva	04.06.2018	doc	3.2
Altaelva	04.06.2018	a250	0.14
Altaelva	04.06.2018	a254	0.13
Altaelva	04.06.2018	a365	0.03
Altaelva	04.06.2018	SUVA_254	4.16
Altaelva	04.06.2018	E2_E3	4.69
Altaelva	02.07.2018	doc	3
Altaelva	02.07.2018	a250	0.13
Altaelva	02.07.2018	a254	0.13
Altaelva	02.07.2018	a365	0.03
Altaelva	02.07.2018	SUVA_254	4.19
Altaelva	02.07.2018	E2_E3	4.86
Altaelva	08.08.2018	doc	3
Altaelva	08.08.2018	a250	0.12
Altaelva	08.08.2018	a254	0.11
Altaelva	08.08.2018	a365	0.02
Altaelva	08.08.2018	SUVA_254	3.8
Altaelva	08.08.2018	E2_E3	5.22
Altaelva	03.09.2018	doc	3.18
Altaelva	03.09.2018	a250	0.12
Altaelva	03.09.2018	a254	0.12
Altaelva	03.09.2018	a365	0.02
Altaelva	03.09.2018	SUVA_254	3.63
Altaelva	03.09.2018	E2_E3	5.37
Altaelva	03.10.2018	doc	3.1
Altaelva	03.10.2018	a250	0.12
Altaelva	03.10.2018	a254	0.12
Altaelva	03.10.2018	a365	0.02
Altaelva	03.10.2018	SUVA_254	3.77
Altaelva	03.10.2018	E2_E3	5.4
Altaelva	06.11.2018	doc	2.8
Altaelva	06.11.2018	a250	0.11
Altaelva	06.11.2018	a254	0.1
Altaelva	06.11.2018	a365	0.02
Altaelva	06.11.2018	SUVA_254	3.69
Altaelva	06.11.2018	E2_E3	5.46
Altaelva	06.12.2018	doc	2.7
Altaelva	06.12.2018	a250	0.1
Altaelva	06.12.2018	a254	0.1
Altaelva	06.12.2018	a365	0.02
Altaelva	06.12.2018	SUVA_254	3.68
Altaelva	06.12.2018	E2_E3	5.39
Altaelva	07.01.2019	doc	2.6
Altaelva	07.01.2019	a250	0.1
Altaelva	07.01.2019	a254	0.09
Altaelva	07.01.2019	a365	0.02
Altaelva	07.01.2019	SUVA_254	3.61
Altaelva	07.01.2019	E2_E3	5.36
Altaelva	03.02.2019	doc	2.6
Altaelva	03.02.2019	a250	0.09
Altaelva	03.02.2019	a254	0.09
Altaelva	03.02.2019	a365	0.02
Altaelva	03.02.2019	SUVA_254	3.53
Altaelva	03.02.2019	E2_E3	5.39
Altaelva	04.03.2019	doc	2.5
Altaelva	04.03.2019	a250	0.09
Altaelva	04.03.2019	a254	0.09
Altaelva	04.03.2019	a365	0.02
Altaelva	04.03.2019	SUVA_254	3.57
Altaelva	04.03.2019	E2_E3	5.39
Altaelva	01.04.2019	doc	2.3
Altaelva	01.04.2019	a250	0.08
Altaelva	01.04.2019	a254	0.08
Altaelva	01.04.2019	a365	0.02
Altaelva	01.04.2019	SUVA_254	3.44
Altaelva	01.04.2019	E2_E3	5.39
Altaelva	06.05.2019	doc	2.4
Altaelva	06.05.2019	a250	0.1
Altaelva	06.05.2019	a254	0.09
Altaelva	06.05.2019	a365	0.02
Altaelva	06.05.2019	SUVA_254	3.92
Altaelva	06.05.2019	E2_E3	5.17
Altaelva	03.06.2019	doc	3.1
Altaelva	03.06.2019	a250	0.1
Altaelva	03.06.2019	a254	0.1
Altaelva	03.06.2019	a365	0.02
Altaelva	03.06.2019	SUVA_254	3.28
Altaelva	03.06.2019	E2_E3	4.76
Altaelva	09.07.2019	doc	3.2
Altaelva	09.07.2019	a250	0.13
Altaelva	09.07.2019	a254	0.13
Altaelva	09.07.2019	a365	0.03
Altaelva	09.07.2019	SUVA_254	4.04
Altaelva	09.07.2019	E2_E3	4.99
Altaelva	06.08.2019	doc	3
Altaelva	06.08.2019	a250	0.12
Altaelva	06.08.2019	a254	0.12
Altaelva	06.08.2019	a365	0.02
Altaelva	06.08.2019	SUVA_254	3.95
Altaelva	06.08.2019	E2_E3	5.08
Altaelva	03.09.2019	doc	3.5
Altaelva	03.09.2019	a250	0.13
Altaelva	03.09.2019	a254	0.13
Altaelva	03.09.2019	a365	0.03
Altaelva	03.09.2019	SUVA_254	3.75
Altaelva	03.09.2019	E2_E3	5.09
Altaelva	06.10.2019	doc	3.2
Altaelva	06.10.2019	a250	0.11
Altaelva	06.10.2019	a254	0.11
Altaelva	06.10.2019	a365	0.02
Altaelva	06.10.2019	SUVA_254	3.45
Altaelva	06.10.2019	E2_E3	5.42
Altaelva	04.11.2019	doc	2.6
Altaelva	04.11.2019	a250	0.1
Altaelva	04.11.2019	a254	0.1
Altaelva	04.11.2019	a365	0.02
Altaelva	04.11.2019	SUVA_254	3.73
Altaelva	04.11.2019	E2_E3	5.4
Altaelva	03.12.2019	doc	2.4
Altaelva	03.12.2019	a250	0.08
Altaelva	03.12.2019	a254	0.08
Altaelva	03.12.2019	a365	0.02
Altaelva	03.12.2019	SUVA_254	3.37
Altaelva	03.12.2019	E2_E3	5.34
Altaelva	07.01.2020	doc	2.8
Altaelva	07.01.2020	a250	0.11
Altaelva	07.01.2020	a254	0.1
Altaelva	07.01.2020	a365	0.02
Altaelva	07.01.2020	SUVA_254	3.74
Altaelva	07.01.2020	E2_E3	5.21
Altaelva	05.02.2020	doc	2.6
Altaelva	05.02.2020	a250	0.09
Altaelva	05.02.2020	a254	0.09
Altaelva	05.02.2020	a365	0.02
Altaelva	05.02.2020	SUVA_254	3.38
