ProjectId	ProjectName	StationId	StationName	SampleDate	Depth1	Depth2	pH	Konduktivitet	TSM	STS	Turbiditet	Ca	Mg	Na	K	Cl	SO4	Alk_4.5	ANC	TOC	DOC	POC	Farge	TOTN	NO3-N	NH4-N	Nitrogen part	TOTP	PO4-P	TOTP_P	Si	SiO2	Temperatur	Ag	As	Cd	Cd-filt	Cr	Cu	Hg	Hg-filt	Ni	Ni-filt	Pb	Pb-filt	Zn
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	21.01.2021 10:30	0	0	7.07	3.78	0.82	1.5	0.59	4.03	0.69	1.61	0.46	2.13	2.72	0.205	203.659	3.6	3.6	113	21	380	270	4	11.5	3	1	2.5	1.51	3.25	1.3													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	02.02.2021 15:00	0	0	7.09	3.97	0.96	1.7	0.78	4.31	0.72	1.78	0.49	2.46	2.89	0.219	213.985	3.4	3.2	137	9	460	290	< 2	14.5	5	2	3.3	1.53	3.32	0.2	< 0.002	0.14	0.012	0.0087	0.17	0.59	1.08	< 0.3	0.45	0.44	0.055	0.024	1.8
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	02.03.2021 08:30	0	0	7.01	3.78	1.89	1.2	2.1	4.23	0.65	1.51	0.44	2.23	3.22	0.237	190.114	2.9	2.9	159	16	400	300	6	8.09	5	2	4.8	1.51	3.14	0.8													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	06.04.2021 11:30	0	0	7.01	4.14	2.42	2.3	2.2	4.72	0.7	1.78	0.47	3.16	3.8	0.209	186.454	3.5	3.6	260	15	480	390	4	27.4	5	3	4.8	1.61	3.2	2.6													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	03.05.2021 09:00	0	0	7.09	3.63	4.37	2	0.94	3.9	0.65	1.64	0.4	2.58	3.12	0.181	172.632	3.6	3.7	224	25	350	270	< 2	21.6	5	2	3.3	1.46	2.98	5.8	< 0.002	0.11	0.007	0.0074	0.1	0.62	1.03	0.98	0.4	0.38	0.053	0.026	1.6
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	18.05.2021 09:30	0	0	6.88	3.95	6.51	9	3.9	4.41	0.72	1.65	0.56	2.5	2.78	0.203	203.416	4.1	4	413	31	540	470	< 2	39.1	9	5	8.2	1.58	3.62	7													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	25.05.2021 07:50	0	0	6.99	3.9	6.69	7.9	5	4.48	0.74	1.55	0.48	2.65	3.24	0.187	186.921	4.1	4.2	355	31	560	490	< 2	35.3	12	5	9.5	1.62	3.6	8.4													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	07.06.2021 10:05	0	0	7.05	3.56	2.48	3	2.1	4.06	0.68	1.49	0.43	1.99	2.75	0.184	203.1	3.7	3.6	240	23	340	250	21	25.1	5	3	5.1	1.52	3.11	12.2													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	14.06.2021 10:50	0	0	7.1	3.75	1.98	3.1	1.3	4.06	0.71	1.66	0.47	2.26	2.79	0.198	204.822	3.5	3.5	304	22	390	260	17	28.9	6	3	4.5	1.43	3.08	13.1													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	28.06.2021 06:30	0	0	6.97	3.67	1.49	1	0.86	4.15	0.67	1.61	0.45	1.92	2.46	0.195	225.512	3.3	3.2	267	19	350	180	8	21.7	5	1	4	1.31	2.67	17													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	05.07.2021 14:35	0	0	7	4.06	1.74	1.4	0.98	4.16	0.7	1.59	0.44	1.87	2.5	0.187	227.93	3.5	3.4	415	19	350	180	13	45.9	5	< 1	5	1.24	2.7	20													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	02.08.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	02.08.2021 06:45	0	0	7.14	3.49	2.34	2.2	1.2	4.04	0.65	1.4	0.47	1.79	2.47	0.182	213.927	3.6	3.5	292	22	310	170	16	29.8	6	2	4.8	1.25	2.67	19.1	< 0.002	0.19	0.0056	0.0039	0.13	0.69	1.38		0.48	0.4	0.074	0.025	4.7
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	06.09.2021 07:30	0	0	7.2	3.19	0.79	1.1	0.99	3.44	0.6	1.4	0.41	1.61	2.27	0.204	191.152	3.1	3	366	17	270	120	24	35.6	6	2	3.6	1.07	2.36	16.7													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	04.10.2021 11:00	0	0	7.1	4.35	7.63	7	4.1	5.38	0.85	1.8	0.71	2.8	3.42	0.257	237.516	5.3	5.2	914	37	800	660	3	52.8	16	8	13	1.7	3.76	12.5	< 0.002	0.24	0.0096	0.0077	0.63	1.09	2.29	1.46	0.59	0.45	0.227	0.057	2.9
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	01.11.2021 08:40	0	0	7.07	3.98	17.5	15.4	13	4.69	0.73	1.6	0.6	1.89	2.5	0.237	245.808	4	3.8	916	30	630	390	< 2	94.9	31	19	23	1.99	4.45	8.4													
12564	Elveoverv?ings hovedelver 2021-25	40352	Drammenselva	06.12.2021 10:50	0	0	6.97	3.4	1.31	2.3	0.82	3.77	0.62	1.5	0.44	1.74	2.35	0.209	201.192	3.4	3.4	156	21	390	230	10	15.8	4	2	2.9	1.44	3.29	1.9													
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	25.01.2021 09:00	0	0	6.67	2.02	0.78	1	0.72	2.05	0.3	1.15	0.23	1.47	1.09	0.116	108.007	3.2	3.3	76.8	22	350	150	< 2	5.08	3	1	2.6	1.18	2.54	2.4							1.13	0.91					
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	04.02.2021 10:30	0	0	6.64	1.93	0.82	< 0.7	0.66	1.89	0.3	1.17	0.24	1.38	1.07	0.107	104.104	2.9	2.8	117	2	240	150	< 2	8.65	3	1	2.8	1.13	2.44		< 0.002	0.096	0.0083	0.0066	0.082	0.39			0.21	0.19	0.055	0.021	1.8
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	01.03.2021 09:00	0	0	6.63	1.9	0.8	< 0.6	0.72	1.93	0.29	1.17	0.21	1.41	1.12	0.119	102.623	3	3	119	17	250	150	< 2	4.81	3	1	2.5	1.19	2.54														
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	06.04.2021 09:00	0	0	6.63	1.93	0.81	0.9	0.76	1.93	0.29	1.1	0.22	1.75	1.45	0.1	80.516	3	2.9	127	23	300	190	< 2	16.3	3	< 1	2.4	1.15	2.51														
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	03.05.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	03.05.2021 09:00	0	0	6.56	1.89	0.58	1	0.47	1.88	0.28	1.11	0.24	1.36	1.01	0.093	102.592	2.9	2.8	165	17	230	130	< 2	16.6	3	1	2.1	1.11	2.37		< 0.002	0.089	0.0071	0.0066	0.06	0.36	1.18	1.08	0.18	0.19	0.016	0.016	2.9
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	07.06.2021 09:00	0	0	6.71	1.84	0.77	1.7	0.57	1.83	0.26	1.04	0.22	1.19	1	0.118	101.327	2.9	2.9	203	19	230	110	6	13.6	3	1	2.7	1.06	2.29														
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	05.07.2021 09:00	0	0	6.74	1.72	0.71	1	0.31	1.77	0.24	0.96	0.19	1.04	0.94	0.092	100.207	2.6	2.6	257	17	190	78	13	24.4	3	< 1	2	0.934	2.04	16.4													
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	02.08.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	02.08.2021 09:00	0	0	6.73	1.72	0.79	< 0.8	0.69	1.8	0.22	0.92	0.19	1.16	1.06	0.108	92.721	2.5	2.4	217	14	160	74	17	23.7	4	< 1	2.5	0.837	1.86		< 0.002	0.097	0.0073	0.0056	0.056	0.41	0.96		0.21	0.19	0.015	0.011	3.6
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	06.09.2021 09:00	0	0	6.8	1.63	1.29	< 0.6	0.46	1.72	0.22	0.9	0.19	1.15	1.06	0.113	88.355	2.3	2.2	402	12	170	71	23	12.9	3	2	2.2	0.827	1.87														
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	04.10.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	04.10.2021 09:00	0	0	6.69	1.89	4.33	4	1.4	2.07	0.27	1.1	0.24	1.45	1.32	0.124	99.68	3.1	3	324	21	260	160	3	31.3	6	4	5.3	1.06	2.46		< 0.002	0.1	0.0063	0.0047	0.066	0.39	1.54	1.15	0.11	0.15	0.038	0.051	3.2
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	01.11.2021 09:00	0	0	6.81	2.37	1.87	1.6	1.4	2.68	0.33	1.2	0.3	1.27	1.28	0.152	146.849	3.7	3.6	460	26	340	160	11	60.8	7	3	5.4	1.21	2.61														
12564	Elveoverv?ings hovedelver 2021-25	40353	Skienselva	06.12.2021 09:00	0	0	6.85	1.87	0.58	2	0.51	1.86	0.26	1	0.22	1.16	0.94	0.113	101.751	2.9	2.9	152	20	250	130	11	9.74	3	1	2.5	1.07	2.48														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	25.01.2021 12:15	0	0	6.05	1.63	0.42	< 1	0.47	0.865	0.24	1.54	0.17	2.51	0.88	0.061	39.264	3.2	3.1	202	25	200	82	15	12.5	4	< 1	3.2	0.856	1.87														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	08.02.2021 14:15	0	0	6.18	1.29	0.86	< 0.7	0.42	0.815	0.21	1.18	0.15	1.61	0.8	0.062	45.968	2.4	2.5	191	20	160	71	20	18	3	< 1	3.5	0.873	1.82		< 0.002	0.11	0.0093		0.099	0.38	1.14		0.36		0.146		2.1
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	01.03.2021 08:50	0	0	6.06	1.62	0.87	< 0.6	0.51	0.853	0.22	1.57	0.18	2.65	0.96	0.072	31.681	2.7	2.7	222	18	280	100	11	13.4	4	< 1	2.7	0.873	1.86														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	06.04.2021 11:50	0	0	6.27	1.41	1.01	1.8	0.52	0.965	0.2	1.17	0.16	2.17	1.13	0.063	28.428	2.7	2.6	305	23	230	90	6	29.3	3	< 1	2.8	0.746	1.62														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	03.05.2021 11:05	0	0	6.53	1.46	0.59	0.9	0.33	0.88	0.17	0.98	0.089	1.58	0.82	0.074	36.734	2.1	2.1	233	12	120	62	< 2	19.2	2	< 1	2	0.681	1.45		< 0.002	0.071	0.011		0.068	0.39	1.02		0.2		0.101		1.8
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	07.06.2021 09:30	0	0	6.29	1.32	0.95	1.3	0.48	0.879	0.19	1.16	0.14	1.56	0.73	0.058	50.687	2.7	2.5	290	18	150	51	13	22.9	3	1	3	0.619	1.33														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	05.07.2021 13:35	0	0	6.38	1.11	1	1	0.44	0.815	0.16	0.93	0.12	1.1	0.61	0.059	51.768	2.4	2.3	182	15	130	26	5	20.1	3	< 1	2.3	0.426	0.94														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	02.08.2021 08:40	0	0	6.29	1.13	0.95	0.8	0.44	0.878	0.16	0.91	0.12	1.16	0.6	0.06	52.701	2.2	2.1	339	13	290	24	5	26.9	3	< 1	2.7	0.376	0.8		0.0085	0.11	0.0065		0.054	1.51	0.92		0.28		0.143		6.5
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	06.09.2021 09:45	0	0	6.5	1.14	1.14	1.4	0.75	0.855	0.14	0.8	0.11	1.13	0.69	0.072	43.768	2.1	2	400	12	130	25	16	39.2	4	2	2.8	0.4	0.94														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	04.10.2021 09:50	0	0	6.13	1.86	2.18	3.4	1	1.11	0.28	1.7	0.31	2.94	1.3	0.066	44.019	5.3	4.8	701	39	280	88	18	112	7	2	6	0.81	1.78		< 0.002	0.21	0.029		0.14	0.55	2.29		0.31		0.567		4.2
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	01.11.2021 09:02	0	0	6.24	1.83	1.76	2	0.72	1.12	0.26	1.7	0.24	2.33	0.97	0.07	65.373	4.1	4.1	514	32	300	85	19	64.2	5	2	4.1	0.89	2.06														
12564	Elveoverv?ings hovedelver 2021-25	40354	Otra	06.12.2021 09:43	0	0	6.26	1.16	0.58	1.6	0.62	0.786	0.16	1	0.12	1.23	0.63	0.066	47.211	2.4	2.4	175	17	180	55	14	24.3	3	< 1	2	0.733	1.88														
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	20.01.2021 10:30	0	0	6.72	2.86	3.25	2.4	1.8	2.82	0.44	1.57	0.39	2.06	1.96	0.144	141.268	3.4	3.1	389	21	440	210	100	46.5	8	4	6.5	1.66	3.57														
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	04.02.2021 14:30	0	0	6.8	2.89	2.15	3.5	1.4	2.93	0.42	1.63	0.38	2.28	1.98	0.152	142.986	3	2.9	650	5	480	180	97	82	6	3	5.1	1.58	3.42		0.0029	0.14	0.032	0.017	0.13	1.25	1.16	0.65	0.39	0.31	0.402	0.142	7.5
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	01.03.2021 15:00	0	0	6.67	3.62	6.61	5.4	2.9	2.99	0.49	2.51	0.49	3.82	2.13	0.165	139.126	4.6	3.8	956	23	840	280	160	140	11	6	8.5	1.92	4.07														
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	06.04.2021 10:30	0	0	6.69	2.87	4.56	4.6	2.8	2.86	0.45	1.73	0.38	2.94	2.35	0.135	113.563	5.1	5.1	351	46	420	270	8	39.6	8	4	4.8	1.93	3.92														
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	03.05.2021 08:15	0	0	6.76	2.42	1.88	2.3	1.3	2.56	0.36	1.33	0.33	1.95	1.91	0.121	118.168	4.3	4.4	294	32	340	150	4	23.6	6	3	3.9	1.64	3.42		< 0.002	0.13	0.0092	0.0088	0.12	0.57	1.54	1.5	0.28	0.31	0.137	0.067	2.6
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	07.06.2021 08:45	0	0	6.79	2.72	2.28	2.5	1.3	2.54	0.44	1.71	0.39	2.45	1.71	0.13	129.732	3.9	4	217	32	310	180	38	18.7	6	3	4.9	1.42	2.91														
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	05.07.2021 08:15	0	0	6.87	2.48	2.07	2.4	0.86	2.39	0.39	1.43	0.33	1.69	1.43	0.121	139.258	3	3	256	20	230	74	20	19.7	5	2	4	1.15	2.5	20.2													
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	02.08.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	02.08.2021 07:30	0	0	6.7	2.27	2.49	4	1.2	2.51	0.38	1.28	0.33	1.6	1.3	0.107	143.573	7.7	7.5	283	60	280	68	12	27.7	10	3	7.2	1.22	2.71		< 0.002	0.22	0.016	0.016	0.12	0.82	3.22	3.16	0.39	0.39	0.118	0.125	7.7
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	06.09.2021 08:15	0	0	7	2.35	0.99	1.9	1.1	2.45	0.34	1.3	0.35	1.64	1.63	0.152	130.599	3.1	3	514	20	210	69	22	18.3	6	2	3.6	1.08	2.44														
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	04.10.2021 13:00	0	0	6.54	2.97	43.4	48.9	11	2.68	0.55	2	0.59	2.95	2.51	0.122	119.166	9.2	8.9	1336	72	650	370	< 2	110	43	32	36	1.68	5.12		< 0.002	0.26	0.024	0.025	0.15	0.81	5.75	3.34	0.36	0.38	0.19	0.194	6.7
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	01.11.2021 09:15	0	0	6.8	4.22	28	19.7	13	3.78	0.72	2.5	0.7	3.57	2.41	0.182	185.054	6.6	6.4	1736	53	870	540	23	142.3	40	24	33	2.77	5.88														
12564	Elveoverv?ings hovedelver 2021-25	40355	Numedalsl?en	06.12.2021 09:30	0	0	6.91	2.67	1.34	4	0.77	2.82	0.38	1.3	0.36	1.51	1.52	0.162	154.923	3.6	3.6	190	26	330	120	43	18.4	5	2	3.5	1.69	3.87														
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	21.01.2021 11:15	0	0	7.12	4.96	3.56	1.8	4.1	5.37	0.97	1.95	0.75	2.77	4.03	0.25	259.725	4.1	4.3	200	32	560	420	8	18.3	10	5	6.5	1.87	4.01	0.7													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	03.02.2021 13:00	0	0	7.1	5.32	4.39	3.5	4.6	5.65	1.07	2.24	0.79	3.38	4.25	0.277	273.06	3.8	3.7	181	27	610	430	9	21.7	9	5	6.4	1.93	4.25	0	0.0082	0.15	0.012	0.0074	0.21	1.13	1.05	< 0.3	0.74	0.56	0.17	0.055	2.5
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	01.03.2021 12:45	0	0	7.05	5.34	5.03	5.6	5.6	5.47	0.95	2.55	0.76	3.73	4.1	0.261	263.031	3.4	3.5	313	29	650	390	48	19.8	12	5	9.3	2.04	4.37	0.2													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	06.04.2021 12:35	0	0	6.92	5.54	17.3	14.3	19	5.71	1.09	2.55	0.87	5.02	5.74	0.234	205.949	3.7	3.9	453	38	660	570	7	54.2	23	14	8.5	2.28	5.15	3.1													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	01.05.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	03.05.2021 12:30	0	0	7.15	4.87	4.47	4.3	3.9	5.12	0.95	2.2	0.69	3.69	4.61	0.222	219.062	4.6	4.6	334	35	530	390	19	41.8	12	5	7.1	1.89	4.14	7.4	0.0045	0.15	0.0098	0.0097	0.12	1.31	1.61	1.01	0.59	0.58	0.062	0.075	2.1
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	18.05.2021 13:10	0	0	7.14	5.09	11.2	12	12	5.32	0.99	2.06	0.81	3.55	4.36	0.226	224.18	4.7	4.7	513	38	670	590	8	61.9	17	10	19	2.01	4.57	6.6													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	25.05.2021 12:45	0	0	6.98	3.6	9.16	11	8	4	0.76	1.28	0.62	2.22	3.35	0.183	175.575	5.4	5.6	414	48	480	360	< 2	48.9	17	8	16	1.8	3.79	8.8													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	07.06.2021 14:10	0	0	6.92	4.05	5.42	5.9	2.6	4.81	0.82	1.41	0.63	1.89	3.54	0.195	242.193	3.5	3.5	337	24	410	220	3	42.1	10	5	9.1	1.51	3.11	14													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	14.06.2021 13:50	0	0	7.22	4.43	13.1	12.7	2.7	5.24	0.84	1.42	0.68	1.71	3.49	0.241	270.27	2.9	2.9	568	18	440	260	6	62.5	14	8	14	1.67	3.16	14.6													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	28.06.2021 13:45	0	0	7.26	4.59	5.03	6	1.8	5.48	0.88	1.46	0.66	1.75	3.57	0.254	283.971	2.9	2.9	364	19	440	260	11	31.1	8	4	8	1.44	2.94	15.7													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	06.07.2021 14:10	0	0	7.2	4.47	3.74	4.6	1.7	5.33	0.85	1.44	0.64	1.65	3.35	0.231	282.18	3.6	3.4	361	23	420	230	10	41.4	9	3	7	1.42	2.98	17.6													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	09.08.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	09.08.2021 12:40	0	0	7.33	4.91	8.47	9.4	2.4	5.43	0.92	1.79	0.71	2.89	4.53	0.251	246.114	3.1	3	417	17	380	290	< 2	57.6	23	11	8.1	1.19	3.45	19	0.0026	0.16	0.0052	0.005	0.086	1.4	0.89	0.68	0.54	0.58	0.068	0.087	3.3
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	07.09.2021 15:00	0	0	7.4	4.23	0.63	4.6	1.9	5.11	0.81	1.5	0.63	1.66	3.15	0.291	279.148	2.7	2.7	512	15	320	160	17	40.5	8	4	6.6	1.13	2.53	16.8													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	04.10.2021 13:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	04.10.2021 13:15	0	0	7.09	5.8	38.9	36.8	23	6.47	1.4	2.2	1.31	4.07	5.34	0.295	260.528	5.1	4.9	1223	41	1300	1130	< 2	127	64	43	33	2.94	6.09	12.1	< 0.002	0.38	0.019	0.007	1.53	2.7	4.05	1.66	2.37	0.97	0.965	0.115	7
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	01.11.2021 16:15	0	0	7.17	4.81	7.99	6	5.4	5.28	1	1.9	0.84	2.32	3.57	0.268	280.813	5.4	5.3	678	43	660	410	2	73.4	18	13	11	1.99	4.78	7.8													
12564	Elveoverv?ings hovedelver 2021-25	40356	Glomma ved Sarpsfoss	06.12.2021 14:10	0	0	7.27	4.74	2.98	5	1.5	5.35	0.91	1.7	0.7	2.09	3.53	0.273	276.228	3.9	3.8	225	30	560	350	20	51.6	7	3	6.8	1.77	3.94	0													
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	26.01.2021 15:30	0	0	7.42	6.45	4.6	4	0.96	9.16	0.84	1.41	1.01	1.89	4.02	0.456	468.485	1.8	1.8	134	10	230	110	5	12.6	4	3	2.7	1.54	3.35														
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	09.02.2021 15:30	0	0	7.47	6.6	3.29	4.8	0.65	9.3	0.91	1.44	1.14	1.96	4.61	0.464	470.887	1.6	1.7	96.5	10	200	120	3	7.88	4	3	4.3	1.63	3.35		< 0.002	0.078	0.017		0.41	1.54	0.53		1		0.023		5.4
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	01.03.2021 14:45	0	0	7.36	7.43	7.96	15	4.2	9.85	1.03	2.22	0.98	3.7	7.58	0.436	416.411	4.2	4.1	441	29	460	270	< 2	42.4	20	15	14	1.96	4.16														
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	06.04.2021 13:10	0	0	7.46	8.77	1.37	2	1.2	10.7	1.28	3.31	0.88	6.2	8.54	0.401	433.03	4.4	4.4	232	31	420	280	< 2	23.8	4	1	3.1	1.62	3.46														
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	03.05.2021 12:50	0	0	7.49	9.02	1.53	1	0.53	11.2	1.29	3.21	0.99	7.14	9.24	0.427	411.178	3.2	3.1	215	22	420	350	< 2	33.5	3	2	2.4	1.53	3.24		< 0.002	0.093	0.073		0.25	7.92	0.94		0.98		0.018		17.3
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	07.06.2021 11:15	0	0	7.19	4.01	1.03	5.6	2.2	5.16	0.54	1.38	0.56	1.88	1.86	0.241	282.003	2.5	2.3	806	17	240	35	3	62.5	16	8	16	0.994	1.97														
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	01.07.2021 13:45	0	0	7.56	6.31	0.79	1.1	< 0.3	8.4	0.85	1.84	0.89	2.4	3.37	0.394	443.31	2.2	2.1	308	12	290	150	4	36	3	< 1	3	1	2.05	16.8													
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	02.08.2021 13:30	0	0	7.53	6.04	1.13	1.6	1.1	8.03	0.87	1.72	0.94	2.57	3.52	0.358	414.633	2.4	2.3	240	16	220	150	< 2	27.7	4	1	3	1.06	2.15		< 0.002	0.1	0.006		0.31	1.77	0.95		0.83		0.03		6.1
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	06.09.2021 12:40	0	0	7.5	5.49	0.62	0.8	0.53	7.6	0.79	2	0.61	3.12	4.28	0.401	361.855	3.8	3.8	427	30	230	110	2	23.3	4	< 1	2.4	1.17	2.61														
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	04.10.2021 17:30	0	0	7.64	8.45	0.5	< 2	< 0.3	11.7	1.1	2.1	1.25	3.39	6.55	0.609	545.645	2.6	2.5	209	15	320	280	4	23	3	1	2.6	1.4	3.45		< 0.002	0.085	0.028		0.14	3.61	1.41		0.59		< 0.005		6.9
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	01.11.2021 13:00	0	0	7.36	5.34	1.34	1.6	0.42	6.9	0.34	0.9	0.25	2.4	3.1	0.367	272.728	3.9	3.9	360	33	350	180	< 2	35.8	4	1	2.2	1.46	3.22														
12564	Elveoverv?ings hovedelver 2021-25	40357	Orkla	06.12.2021 14:20	0	0	7.42	6.52	0.68	2.2	0.37	9.22	0.83	1.6	1.01	2.06	3.43	0.5	480.696	2.4	2.3	129	15	340	190	10	11.8	3	1	2.1	1.55	3.62														
12564	Elveoverv?ings hovedelver 2021-25	40358	Altaelva	24.01.2021 13:30	0	0	7.32	7.13	1.07	1.7	0.34	8.29	2.27	1.83	0.97	1.23	5.89	0.527	543.71	3.2	3.2	76.1	21	160	53	< 2	6.68	4	1	1.3	3.07	7.18														
12564	Elveoverv?ings hovedelver 2021-25	40358	Altaelva	08.02.2021 10:50	0	0	7.41	7.29	2.13	1.1	< 0.3	8.61	2.3	1.86	0.98	1.3	6.14	0.467	556.17	2.9	2.9	75.2	20	180	58	< 2	7.41	4	2	2.1	3.16	6.8		< 0.002	0.1	< 0.003		0.26	0.45	0.6		0.25		0.017		0.18
12564	Elveoverv?ings hovedelver 2021-25	40358	Altaelva	02.03.2021 10:00	0	0	7.38	7.45	1.55	1.5	0.56	8.81	2.15	1.69	0.94	1.09	6.42	0.548	545.415	3	2.9	82.1	16	160	59	< 2	7.99	4	2	1.7	3.23	7.19														
12564	Elveoverv?ings hovedelver 2021-25	40358	Altaelva	07.04.2021 07:50	0	0	7.35	7.72	1.05	1	0.33	9.31	2.28	1.75	1.01	1.18	8.54	0.466	538.783	2.7	2.7	102	21	130	59	< 2	9.7	3	1	1.9	3	6.31														
12564	Elveoverv?ings hovedelver 2021-25	40358	Altaelva	03.05.2021 17:00	0	0	7.57	8.94	1.05	1.4	0.37	10.6	2.59	1.96	1.21	1.65	10	0.543	599.322	2.7	2.6	185	15	130	58	< 2	20.6	4	2	2.5	3.29	7.26		< 0.002	0.073	< 0.003		0.24	0.38	0.7		0.2		0.009		< 0.15
12564	Elveoverv?ings hovedelver 2021-25	40358	Altaelva	07.06.2021 11:40	0	0	7.23	6.31	255	177	14	9.79	1.76	2.38	1.15	3.25	3.57	0.388	597.53	3.6	3.4	444	30	220	38	< 2	38.1	65	37	29	5.24	14.1														
