ProjectId	ProjectName	StationId	StationName	SampleDate	Depth1	Depth2	pH	Konduktivitet	TSM	STS	Turbiditet	Ca	Mg	Na	K	Cl	SO4	Alk_4.5	ANC	TOC	DOC	POC	Farge	TOTN	NO3-N	NH4-N	Nitrogen part	TOTP	PO4-P	TOTP_P	Si	SiO2	Temperatur	Ag	As	Cd	Cd-filt	Cr	Cu	Hg	Hg-filt	Ni	Ni-filt	Pb	Pb-filt	Zn
12564	Elveoverv?ings hovedelver 2021-25	40411	Veg?dselva	06.09.2021 13:20	0	0	6.8	2.55	1.67	2.3	0.87	1.96	0.4	2.1	0.31	3.35	1.68	0.125	99.443	4.3	4.3	708	28	230	15	2	48.4	7	2	5.1	0.553	1.25														
12564	Elveoverv?ings hovedelver 2021-25	40411	Veg?dselva	04.10.2021 11:10	0	0	6.3	3.85	6.67	4.5	4.4	1.95	0.72	3.7	0.61	7.16	2.75	0.095	61.007	7.9	7.6	815	59	460	180	< 2	64.5	15	6	11	1.37	3.02		< 0.002	0.32	0.052		0.37	1.04	3.23		0.67		0.715		8.6
12564	Elveoverv?ings hovedelver 2021-25	40411	Veg?dselva	01.11.2021 08:25	0	0	6.53	3.16	5.05	4.6	3.2	1.81	0.58	2.8	0.53	3.96	1.88	0.099	112.541	6.2	6.1	718	47	470	140	36	75.5	14	6	8.8	1.39	3.2														
12564	Elveoverv?ings hovedelver 2021-25	40411	Veg?dselva	13.12.2021 12:15	0	0	6.33	3.07	1.7	3	1.3	1.8	0.5	2.8	0.4	5.7	2.03	0.09	44.934	5.5	5.6	240	44	480	210	51	24.3	6	2	4	1.55	3.3														
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	20.01.2021 10:30	0	0	7.86	143	16	11.3	7.6	38.9	9	210	2.6	387	20.7	1.55	489.923	2	1.8	1293	16	1300	640	160	81	58	46	37	3.7	8.64	2.5													
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	02.02.2021 10:30	0	0	7.9	45.5	5	6.4	5.1	34.4	6.13	43.5	2.5	83.2	21.2	1.47	1347.342	3.6	3.5	316	17	1200	580	295	29.5	47	38	20	3.56	8.42	2	0.013	0.33	0.031	0.016	0.42	2.22	1.48	< 0.3	0.9	0.64	0.436	0.106	8.1
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	04.03.2021 11:10	0	0	7.82	47.2	8.07	8.6	5.7	28.1	4.44	52.2	2.13	116	19.2	1.07	372.24	3.7	3.6	636	20	1000	680	32	52.6	56	45	23	3.35	8.4	2.8													
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	07.04.2021 10:00	0	0	7.85	45	8.93	7.9	7.9	30.4	5.25	43.6	2.23	108	25.6	1.11	265.954	3.4	3.2	654	19	1100	800	19	66.2	43	32	24	3	6.22	3.8													
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	03.05.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	03.05.2021 11:30	0	0	8.17	54.6	4.11	4.3	2.4	35	5.57	45	2.79	83.1	18.2	1.27	1482.73	3.4	3.4	658	14	830	390	107	91.1	41	22	22	0.992	2.12	8.7	0.0052	0.22	0.012	0.012	0.072	1.45	0.63	0.57	0.52	0.5	0.025	0.023	1.5
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	08.06.2021 08:45	0	0	8	50.6	4.81	6.2	3.2	43	7.83	42.1	3.23	86.4	26.4	1.64	1624.153	3.6	3.4	634	13	2200	1300	280	103	110	86	39	3.09	6.29	12.6													
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	05.07.2021 11:20	0	0	7.57	37.7	13.5	13.9	7.6	30.3	5.31	34.4	2.66	58.5	17.1	1.16	1450.618	8.6	8.7	1482	25	1400	790	< 2	161	72	44	49	2.73	4.91	16.7													
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	02.08.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	02.08.2021 11:30	0	0	7.89	40.7	6.77	6.4	4.8	34.4	5.98	35.5	2.76	28	21.3	1.4	2530.009	4	3.9	504	18	1200	840	59	37.1	93	77	31	2.91	6.28		0.0054	0.31	0.011	0.0099	0.13	1.49	2.01	0.71	0.62	0.57	0.059	0.065	8
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	06.09.2021 10:00	0	0	8.1	38.5	3.5	4.5	3.2	36.1	5.7	31	3	52.1	17.7	1.78	1757.383	3.1	3.1	598	9	2500	1400	< 2	79.3	74	59	24	2.58	5.79	11.8													
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	05.10.2021 00:00	0	0																																								
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	05.10.2021 12:15	0	0	7.86	22.4	37.9	35	18	21.3	3	17	2.18	24.4	19.3	1.07	952.672	6.7	6.5	1666	39	1200	870	< 2	151.8	90	72	44	2.76	10.5	12.7	< 0.002	0.39	0.016	0.016	0.42	3.95	7.43	3	0.87	0.88	0.188	0.186	7
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	02.11.2021 11:30	0	0	7.92	28.1	16.1	16.8	10	26.8	4.4	21	2.37	34.6	23.1	1.41	1152.893	6.2	6.1	1515	36	1300	890	5	129.3	60	49	37	3.92	9.05	9.6													
12564	Elveoverv?ings hovedelver 2021-25	62167	Alna	06.12.2021 10:15	0	0	8.08	42.6	4.94	6.1	1.4	36	5.9	35	2.72	71.9	26.1	1.82	1232.302	3.3	3.4	563	11	1400	980	210	39.2	55	47	22	3.28	7.4	0													
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	29.01.2021 12:00	0	0	7.44	8.53	< 0.32	< 0.4	< 0.3	11.6	1.96	1.44	0.82	1.61	7.05	0.646	626.351	0.84	0.87	27.8	5	130	72	14	3.04	< 1	< 1	0.6	1.5	3.22	0													
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	15.02.2021 10:00	0	0	7.28	7.12	1.32	1.3	0.75	8.79	1.86	1.85	0.91	2.5	6.74	0.475	478.391	1.1	1.1	484	5	200	86	35	78.4	5	< 1	4.8	1.3	2.66	0	< 0.002	0.038	0.0082		2.57	2.4	0.34		0.67		0.127		11.3
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	06.04.2021 09:15	0	0	7.19	9.18	6.25	4.9	3.3	8.9	1.68	4.21	2.04	8.83	6.99	0.439	415.874	6	3.2	1672	18	770	100	67	195.5	33	16		1.08	2.36	0													
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	03.05.2021 07:30	0	0	7.47	7.86	1.65	2.9	0.6	9.67	1.8	2.22	1.14	3.9	6.81	0.471	499.397	1.4	1.4	158	6	430	72	32	23.5	11	4	2.2	1.19	2.5	0.2	< 0.002	0.031	< 0.003		0.1	0.51	0.74		0.38		0.022		0.26
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	07.06.2021 12:00	0	0	7.44	5.91	8.2	13.6	3	8.72	1.31	1.36	0.65	2.11	3.4	0.367	486.515	1.3	1.3	231	9	85	26	< 2	20.6	8	7	9.2	2.37	1.97	5.3													
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	05.07.2021 12:15	0	0	7.52	6.13	2.71	2.2	0.73	7.89	1.36	1.18	0.66	1.46	3.97	0.387	448.675	0.65	0.64	183	4	44	18	< 2	24	3	2	3	0.823	1.7	13.5													
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	02.08.2021 10:00	0	0	7.53	7.51	1.05	1.6	0.64	8.43	1.78	1.44	0.78	1.84	5.37	0.482	484.327	0.77	0.78	150	4	71	23	< 2	13	2	< 1	2.2	0.914	1.89	10.2	< 0.002	0.049	0.014		0.2		0.31				0.171		
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	06.09.2021 13:10	0	0	7.7	8.1	0.88	2	0.61	10.8	1.9	1.4	0.79	1.78	6.42	0.652	591.095	1.1	1.1	276	6	60	19	3	14.5	4	1	1.7	1.01	2.18	8.3													
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	04.10.2021 12:00	0	0	7.79	9.62	4.73	1.6	0.78	12.9	2.2	1.7	0.96	2.35	8.93	0.748	667.983	0.8	0.78	251	4	87	42	2	29.2	3	2	2	1.14	2.45	7.8	< 0.002	0.042	< 0.003		0.15	0.39	1.05		0.29		0.035		0.15
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	01.11.2021 11:30	0	0	7.65	7.65	1.52	1.3	0.4	10.2	1.8	1.7	0.76	2.02	5.46	0.6	576.642	1	1.1	129	7	580	44	4	21.4	3	1	1.6	1.26	2.7	1.1													
12564	Elveoverv?ings hovedelver 2021-25	69594	M?selva v/gml E6-brua	06.12.2021 10:30	0	0	7.76	8.65	0.22	< 1.3	< 0.3	11.7	1.8	1.4	0.81	1.44	6.72	0.669	628.92	0.82	0.79	59.2	4	110	57	5	6.08	1	< 1	1	1.39	3.23	0													
