station_id	station_code	station_name	datetime	name	value
29819	FINEPAS	Pasvikelva	2018-05-07T05:30:00Z	E2_E3	5.36
29819	FINEPAS	Pasvikelva	2018-06-03T13:00:00Z	TOC_mg_L	4.8
29819	FINEPAS	Pasvikelva	2018-06-03T13:00:00Z	a250	8.07
29819	FINEPAS	Pasvikelva	2018-06-03T13:00:00Z	a254	7.85
29819	FINEPAS	Pasvikelva	2018-06-03T13:00:00Z	a365	1.6
29819	FINEPAS	Pasvikelva	2018-06-03T13:00:00Z	SUVA_254	61.15
29819	FINEPAS	Pasvikelva	2018-06-03T13:00:00Z	E2_E3	5.05
29819	FINEPAS	Pasvikelva	2018-07-02T13:00:00Z	TOC_mg_L	4
29819	FINEPAS	Pasvikelva	2018-07-02T13:00:00Z	a250	7.01
29819	FINEPAS	Pasvikelva	2018-07-02T13:00:00Z	a254	6.82
29819	FINEPAS	Pasvikelva	2018-07-02T13:00:00Z	a365	1.34
29819	FINEPAS	Pasvikelva	2018-07-02T13:00:00Z	SUVA_254	58.66
29819	FINEPAS	Pasvikelva	2018-07-02T13:00:00Z	E2_E3	5.22
29819	FINEPAS	Pasvikelva	2018-08-06T12:10:00Z	TOC_mg_L	3.1
29819	FINEPAS	Pasvikelva	2018-08-06T12:10:00Z	a250	4.98
29819	FINEPAS	Pasvikelva	2018-08-06T12:10:00Z	a254	4.85
29819	FINEPAS	Pasvikelva	2018-08-06T12:10:00Z	a365	0.99
29819	FINEPAS	Pasvikelva	2018-08-06T12:10:00Z	SUVA_254	63.96
29819	FINEPAS	Pasvikelva	2018-08-06T12:10:00Z	E2_E3	5.02
29819	FINEPAS	Pasvikelva	2018-09-03T07:00:00Z	TOC_mg_L	3.6
29819	FINEPAS	Pasvikelva	2018-09-03T07:00:00Z	a250	5.41
29819	FINEPAS	Pasvikelva	2018-09-03T07:00:00Z	a254	5.19
29819	FINEPAS	Pasvikelva	2018-09-03T07:00:00Z	a365	0.8
29819	FINEPAS	Pasvikelva	2018-09-03T07:00:00Z	SUVA_254	69.38
29819	FINEPAS	Pasvikelva	2018-09-03T07:00:00Z	E2_E3	6.72
29819	FINEPAS	Pasvikelva	2018-10-01T07:15:00Z	TOC_mg_L	4.2
29819	FINEPAS	Pasvikelva	2018-10-01T07:15:00Z	a250	8.2
29819	FINEPAS	Pasvikelva	2018-10-01T07:15:00Z	a254	7.98
29819	FINEPAS	Pasvikelva	2018-10-01T07:15:00Z	a365	1.68
29819	FINEPAS	Pasvikelva	2018-10-01T07:15:00Z	SUVA_254	52.62
29819	FINEPAS	Pasvikelva	2018-10-01T07:15:00Z	E2_E3	4.89
29819	FINEPAS	Pasvikelva	2018-11-05T07:30:00Z	TOC_mg_L	3.1
29819	FINEPAS	Pasvikelva	2018-11-05T07:30:00Z	a250	4.93
29819	FINEPAS	Pasvikelva	2018-11-05T07:30:00Z	a254	4.8
29819	FINEPAS	Pasvikelva	2018-11-05T07:30:00Z	a365	0.88
29819	FINEPAS	Pasvikelva	2018-11-05T07:30:00Z	SUVA_254	64.61
29819	FINEPAS	Pasvikelva	2018-11-05T07:30:00Z	E2_E3	5.58
29819	FINEPAS	Pasvikelva	2018-12-03T09:30:00Z	TOC_mg_L	3.2
29819	FINEPAS	Pasvikelva	2018-12-03T09:30:00Z	a250	4.96
29819	FINEPAS	Pasvikelva	2018-12-03T09:30:00Z	a254	4.84
29819	FINEPAS	Pasvikelva	2018-12-03T09:30:00Z	a365	0.86
29819	FINEPAS	Pasvikelva	2018-12-03T09:30:00Z	SUVA_254	66.15
29819	FINEPAS	Pasvikelva	2018-12-03T09:30:00Z	E2_E3	5.73
29820	FINETAN	Tanaelva	2018-01-01T12:00:00Z	TOC_mg_L	1.9
29820	FINETAN	Tanaelva	2018-01-01T12:00:00Z	a250	3.31
29820	FINETAN	Tanaelva	2018-01-01T12:00:00Z	a254	3.22
29820	FINETAN	Tanaelva	2018-01-01T12:00:00Z	a365	0.68
29820	FINETAN	Tanaelva	2018-01-01T12:00:00Z	SUVA_254	59.1
29820	FINETAN	Tanaelva	2018-01-01T12:00:00Z	E2_E3	4.88
29820	FINETAN	Tanaelva	2018-02-05T10:30:00Z	TOC_mg_L	1.8
29820	FINETAN	Tanaelva	2018-02-05T10:30:00Z	a250	3.15
29820	FINETAN	Tanaelva	2018-02-05T10:30:00Z	a254	3.05
29820	FINETAN	Tanaelva	2018-02-05T10:30:00Z	a365	0.64
29820	FINETAN	Tanaelva	2018-02-05T10:30:00Z	SUVA_254	58.99
29820	FINETAN	Tanaelva	2018-02-05T10:30:00Z	E2_E3	4.89
29820	FINETAN	Tanaelva	2018-03-05T13:30:00Z	TOC_mg_L	1.6
29820	FINETAN	Tanaelva	2018-03-05T13:30:00Z	a250	2.83
29820	FINETAN	Tanaelva	2018-03-05T13:30:00Z	a254	2.74
29820	FINETAN	Tanaelva	2018-03-05T13:30:00Z	a365	0.58
29820	FINETAN	Tanaelva	2018-03-05T13:30:00Z	SUVA_254	58.29
29820	FINETAN	Tanaelva	2018-03-05T13:30:00Z	E2_E3	4.88
29820	FINETAN	Tanaelva	2018-04-02T14:30:00Z	TOC_mg_L	1.4
29820	FINETAN	Tanaelva	2018-04-02T14:30:00Z	a250	2.48
29820	FINETAN	Tanaelva	2018-04-02T14:30:00Z	a254	2.41
29820	FINETAN	Tanaelva	2018-04-02T14:30:00Z	a365	0.51
29820	FINETAN	Tanaelva	2018-04-02T14:30:00Z	SUVA_254	58.12
29820	FINETAN	Tanaelva	2018-04-02T14:30:00Z	E2_E3	4.89
29820	FINETAN	Tanaelva	2018-05-07T12:00:00Z	TOC_mg_L	1.9
29820	FINETAN	Tanaelva	2018-05-07T12:00:00Z	a250	2.9
29820	FINETAN	Tanaelva	2018-05-07T12:00:00Z	a254	2.82
29820	FINETAN	Tanaelva	2018-05-07T12:00:00Z	a365	0.6
29820	FINETAN	Tanaelva	2018-05-07T12:00:00Z	SUVA_254	67.44
29820	FINETAN	Tanaelva	2018-05-07T12:00:00Z	E2_E3	4.86
29820	FINETAN	Tanaelva	2018-06-04T07:00:00Z	TOC_mg_L	2.3
29820	FINETAN	Tanaelva	2018-06-04T07:00:00Z	a250	3.99
29820	FINETAN	Tanaelva	2018-06-04T07:00:00Z	a254	3.88
29820	FINETAN	Tanaelva	2018-06-04T07:00:00Z	a365	0.84
29820	FINETAN	Tanaelva	2018-06-04T07:00:00Z	SUVA_254	59.33
29820	FINETAN	Tanaelva	2018-06-04T07:00:00Z	E2_E3	4.78
29820	FINETAN	Tanaelva	2018-07-02T16:00:00Z	TOC_mg_L	3
29820	FINETAN	Tanaelva	2018-07-02T16:00:00Z	a250	5.68
29820	FINETAN	Tanaelva	2018-07-02T16:00:00Z	a254	5.53
29820	FINETAN	Tanaelva	2018-07-02T16:00:00Z	a365	1.15
29820	FINETAN	Tanaelva	2018-07-02T16:00:00Z	SUVA_254	54.22
29820	FINETAN	Tanaelva	2018-07-02T16:00:00Z	E2_E3	4.95
29820	FINETAN	Tanaelva	2018-08-06T17:30:00Z	TOC_mg_L	3.7
29820	FINETAN	Tanaelva	2018-08-06T17:30:00Z	a250	5.33
29820	FINETAN	Tanaelva	2018-08-06T17:30:00Z	a254	5.19
29820	FINETAN	Tanaelva	2018-08-06T17:30:00Z	a365	0.93
29820	FINETAN	Tanaelva	2018-08-06T17:30:00Z	SUVA_254	71.3
29820	FINETAN	Tanaelva	2018-08-06T17:30:00Z	E2_E3	5.72
29820	FINETAN	Tanaelva	2018-09-02T20:00:00Z	TOC_mg_L	4.4
29820	FINETAN	Tanaelva	2018-09-02T20:00:00Z	a250	8.29
29820	FINETAN	Tanaelva	2018-09-02T20:00:00Z	a254	8.06
29820	FINETAN	Tanaelva	2018-09-02T20:00:00Z	a365	1.72
29820	FINETAN	Tanaelva	2018-09-02T20:00:00Z	SUVA_254	54.57
29820	FINETAN	Tanaelva	2018-09-02T20:00:00Z	E2_E3	4.82
29820	FINETAN	Tanaelva	2018-10-01T12:00:00Z	TOC_mg_L	3.9
29820	FINETAN	Tanaelva	2018-10-01T12:00:00Z	a250	7.79
29820	FINETAN	Tanaelva	2018-10-01T12:00:00Z	a254	7.57
29820	FINETAN	Tanaelva	2018-10-01T12:00:00Z	a365	1.65
29820	FINETAN	Tanaelva	2018-10-01T12:00:00Z	SUVA_254	51.54
29820	FINETAN	Tanaelva	2018-10-01T12:00:00Z	E2_E3	4.72
29820	FINETAN	Tanaelva	2018-11-05T12:45:00Z	TOC_mg_L	2.7
29820	FINETAN	Tanaelva	2018-11-05T12:45:00Z	a250	4.58
29820	FINETAN	Tanaelva	2018-11-05T12:45:00Z	a254	4.45
29820	FINETAN	Tanaelva	2018-11-05T12:45:00Z	a365	0.93
29820	FINETAN	Tanaelva	2018-11-05T12:45:00Z	SUVA_254	60.67
29820	FINETAN	Tanaelva	2018-11-05T12:45:00Z	E2_E3	4.91
29820	FINETAN	Tanaelva	2018-12-03T13:40:00Z	TOC_mg_L	2.3
29820	FINETAN	Tanaelva	2018-12-03T13:40:00Z	a250	3.99
29820	FINETAN	Tanaelva	2018-12-03T13:40:00Z	a254	3.88
29820	FINETAN	Tanaelva	2018-12-03T13:40:00Z	a365	0.81
29820	FINETAN	Tanaelva	2018-12-03T13:40:00Z	SUVA_254	59.22
29820	FINETAN	Tanaelva	2018-12-03T13:40:00Z	E2_E3	4.93
29821	HOREVOS	Vosso (Bolstadelvi)	2018-01-02T11:55:00Z	TOC_mg_L	1.3
29821	HOREVOS	Vosso (Bolstadelvi)	2018-01-02T11:55:00Z	a250	2.52
29821	HOREVOS	Vosso (Bolstadelvi)	2018-01-02T11:55:00Z	a254	2.45
29821	HOREVOS	Vosso (Bolstadelvi)	2018-01-02T11:55:00Z	a365	0.53
29821	HOREVOS	Vosso (Bolstadelvi)	2018-01-02T11:55:00Z	SUVA_254	53.14
29821	HOREVOS	Vosso (Bolstadelvi)	2018-01-02T11:55:00Z	E2_E3	4.72
29821	HOREVOS	Vosso (Bolstadelvi)	2018-02-05T10:45:00Z	TOC_mg_L	1
29821	HOREVOS	Vosso (Bolstadelvi)	2018-02-05T10:45:00Z	a250	1.99
29821	HOREVOS	Vosso (Bolstadelvi)	2018-02-05T10:45:00Z	a254	1.93
29821	HOREVOS	Vosso (Bolstadelvi)	2018-02-05T10:45:00Z	a365	0.41
29821	HOREVOS	Vosso (Bolstadelvi)	2018-02-05T10:45:00Z	SUVA_254	51.86
29821	HOREVOS	Vosso (Bolstadelvi)	2018-02-05T10:45:00Z	E2_E3	4.83
29821	HOREVOS	Vosso (Bolstadelvi)	2018-03-06T11:45:00Z	TOC_mg_L	0.8
29821	HOREVOS	Vosso (Bolstadelvi)	2018-03-06T11:45:00Z	a250	1.33
29821	HOREVOS	Vosso (Bolstadelvi)	2018-03-06T11:45:00Z	a254	1.29
29821	HOREVOS	Vosso (Bolstadelvi)	2018-03-06T11:45:00Z	a365	0.26
29821	HOREVOS	Vosso (Bolstadelvi)	2018-03-06T11:45:00Z	SUVA_254	62.18
29821	HOREVOS	Vosso (Bolstadelvi)	2018-03-06T11:45:00Z	E2_E3	5.03
29821	HOREVOS	Vosso (Bolstadelvi)	2018-04-03T10:20:00Z	TOC_mg_L	0.87
29821	HOREVOS	Vosso (Bolstadelvi)	2018-04-03T10:20:00Z	a250	1.46
29821	HOREVOS	Vosso (Bolstadelvi)	2018-04-03T10:20:00Z	a254	1.42
29821	HOREVOS	Vosso (Bolstadelvi)	2018-04-03T10:20:00Z	a365	0.31
29821	HOREVOS	Vosso (Bolstadelvi)	2018-04-03T10:20:00Z	SUVA_254	61.29
29821	HOREVOS	Vosso (Bolstadelvi)	2018-04-03T10:20:00Z	E2_E3	4.78
29821	HOREVOS	Vosso (Bolstadelvi)	2018-05-07T10:15:00Z	TOC_mg_L	1.2
29821	HOREVOS	Vosso (Bolstadelvi)	2018-05-07T10:15:00Z	a250	2.58
29821	HOREVOS	Vosso (Bolstadelvi)	2018-05-07T10:15:00Z	a254	2.5
29821	HOREVOS	Vosso (Bolstadelvi)	2018-05-07T10:15:00Z	a365	0.54
29821	HOREVOS	Vosso (Bolstadelvi)	2018-05-07T10:15:00Z	SUVA_254	47.98
29821	HOREVOS	Vosso (Bolstadelvi)	2018-05-07T10:15:00Z	E2_E3	4.79
29821	HOREVOS	Vosso (Bolstadelvi)	2018-06-04T08:30:00Z	TOC_mg_L	0.8
29821	HOREVOS	Vosso (Bolstadelvi)	2018-06-04T08:30:00Z	a250	1.22
29821	HOREVOS	Vosso (Bolstadelvi)	2018-06-04T08:30:00Z	a254	1.19
29821	HOREVOS	Vosso (Bolstadelvi)	2018-06-04T08:30:00Z	a365	0.23
29821	HOREVOS	Vosso (Bolstadelvi)	2018-06-04T08:30:00Z	SUVA_254	67.47
29821	HOREVOS	Vosso (Bolstadelvi)	2018-06-04T08:30:00Z	E2_E3	5.37
29821	HOREVOS	Vosso (Bolstadelvi)	2018-07-02T10:30:00Z	TOC_mg_L	0.65
29821	HOREVOS	Vosso (Bolstadelvi)	2018-07-02T10:30:00Z	a250	1.05
29821	HOREVOS	Vosso (Bolstadelvi)	2018-07-02T10:30:00Z	a254	1.03
29821	HOREVOS	Vosso (Bolstadelvi)	2018-07-02T10:30:00Z	a365	0.18
29821	HOREVOS	Vosso (Bolstadelvi)	2018-07-02T10:30:00Z	SUVA_254	63.4
29821	HOREVOS	Vosso (Bolstadelvi)	2018-07-02T10:30:00Z	E2_E3	5.85
29821	HOREVOS	Vosso (Bolstadelvi)	2018-08-06T11:30:00Z	TOC_mg_L	0.96
29821	HOREVOS	Vosso (Bolstadelvi)	2018-08-06T11:30:00Z	a250	1.29
29821	HOREVOS	Vosso (Bolstadelvi)	2018-08-06T11:30:00Z	a254	1.25
29821	HOREVOS	Vosso (Bolstadelvi)	2018-08-06T11:30:00Z	a365	0.24
29821	HOREVOS	Vosso (Bolstadelvi)	2018-08-06T11:30:00Z	SUVA_254	76.89
29821	HOREVOS	Vosso (Bolstadelvi)	2018-08-06T11:30:00Z	E2_E3	5.32
29821	HOREVOS	Vosso (Bolstadelvi)	2018-09-03T12:35:00Z	TOC_mg_L	2
29821	HOREVOS	Vosso (Bolstadelvi)	2018-09-03T12:35:00Z	a250	2.73
29821	HOREVOS	Vosso (Bolstadelvi)	2018-09-03T12:35:00Z	a254	2.66
29821	HOREVOS	Vosso (Bolstadelvi)	2018-09-03T12:35:00Z	a365	0.56
29821	HOREVOS	Vosso (Bolstadelvi)	2018-09-03T12:35:00Z	SUVA_254	75.3
29821	HOREVOS	Vosso (Bolstadelvi)	2018-09-03T12:35:00Z	E2_E3	4.91
29821	HOREVOS	Vosso (Bolstadelvi)	2018-10-01T10:15:00Z	TOC_mg_L	1.5
29821	HOREVOS	Vosso (Bolstadelvi)	2018-10-01T10:15:00Z	a250	3.18
29821	HOREVOS	Vosso (Bolstadelvi)	2018-10-01T10:15:00Z	a254	3.08
29821	HOREVOS	Vosso (Bolstadelvi)	2018-10-01T10:15:00Z	a365	0.69
29821	HOREVOS	Vosso (Bolstadelvi)	2018-10-01T10:15:00Z	SUVA_254	48.68
29821	HOREVOS	Vosso (Bolstadelvi)	2018-10-01T10:15:00Z	E2_E3	4.62
29821	HOREVOS	Vosso (Bolstadelvi)	2018-11-05T14:35:00Z	TOC_mg_L	1.2
29821	HOREVOS	Vosso (Bolstadelvi)	2018-11-05T14:35:00Z	a250	2.67
29821	HOREVOS	Vosso (Bolstadelvi)	2018-11-05T14:35:00Z	a254	2.59
29821	HOREVOS	Vosso (Bolstadelvi)	2018-11-05T14:35:00Z	a365	0.56
29821	HOREVOS	Vosso (Bolstadelvi)	2018-11-05T14:35:00Z	SUVA_254	46.3
29821	HOREVOS	Vosso (Bolstadelvi)	2018-11-05T14:35:00Z	E2_E3	4.74
29821	HOREVOS	Vosso (Bolstadelvi)	2018-12-03T10:48:00Z	TOC_mg_L	1.2
29821	HOREVOS	Vosso (Bolstadelvi)	2018-12-03T10:48:00Z	a250	2.35
29821	HOREVOS	Vosso (Bolstadelvi)	2018-12-03T10:48:00Z	a254	2.29
29821	HOREVOS	Vosso (Bolstadelvi)	2018-12-03T10:48:00Z	a365	0.5
29821	HOREVOS	Vosso (Bolstadelvi)	2018-12-03T10:48:00Z	SUVA_254	52.43
29821	HOREVOS	Vosso (Bolstadelvi)	2018-12-03T10:48:00Z	E2_E3	4.71
29822	MROEDRI	Driva	2018-01-09T16:00:00Z	TOC_mg_L	0.94
29822	MROEDRI	Driva	2018-01-09T16:00:00Z	a250	1.64
29822	MROEDRI	Driva	2018-01-09T16:00:00Z	a254	1.6
29822	MROEDRI	Driva	2018-01-09T16:00:00Z	a365	0.29
29822	MROEDRI	Driva	2018-01-09T16:00:00Z	SUVA_254	58.91
29822	MROEDRI	Driva	2018-01-09T16:00:00Z	E2_E3	5.68
29822	MROEDRI	Driva	2018-02-05T15:00:00Z	TOC_mg_L	0.97
29822	MROEDRI	Driva	2018-02-05T15:00:00Z	a250	1.56
29822	MROEDRI	Driva	2018-02-05T15:00:00Z	a254	1.51
29822	MROEDRI	Driva	2018-02-05T15:00:00Z	a365	0.27
29822	MROEDRI	Driva	2018-02-05T15:00:00Z	SUVA_254	64.24
29822	MROEDRI	Driva	2018-02-05T15:00:00Z	E2_E3	5.76
29822	MROEDRI	Driva	2018-03-05T14:00:00Z	TOC_mg_L	0.99
29822	MROEDRI	Driva	2018-03-05T14:00:00Z	a250	1.47
29822	MROEDRI	Driva	2018-03-05T14:00:00Z	a254	1.43
29822	MROEDRI	Driva	2018-03-05T14:00:00Z	a365	0.25
29822	MROEDRI	Driva	2018-03-05T14:00:00Z	SUVA_254	69.3
29822	MROEDRI	Driva	2018-03-05T14:00:00Z	E2_E3	5.96
29822	MROEDRI	Driva	2018-04-03T18:00:00Z	TOC_mg_L	0.98
29822	MROEDRI	Driva	2018-04-03T18:00:00Z	a250	1.52
29822	MROEDRI	Driva	2018-04-03T18:00:00Z	a254	1.47
29822	MROEDRI	Driva	2018-04-03T18:00:00Z	a365	0.26
29822	MROEDRI	Driva	2018-04-03T18:00:00Z	SUVA_254	66.47
29822	MROEDRI	Driva	2018-04-03T18:00:00Z	E2_E3	5.81
29822	MROEDRI	Driva	2018-05-06T18:00:00Z	TOC_mg_L	2.9
29822	MROEDRI	Driva	2018-05-06T18:00:00Z	a250	5.52
29822	MROEDRI	Driva	2018-05-06T18:00:00Z	a254	5.35
29822	MROEDRI	Driva	2018-05-06T18:00:00Z	a365	1.13
29822	MROEDRI	Driva	2018-05-06T18:00:00Z	SUVA_254	54.2
29822	MROEDRI	Driva	2018-05-06T18:00:00Z	E2_E3	4.87
29822	MROEDRI	Driva	2018-06-03T17:30:00Z	TOC_mg_L	0.77
29822	MROEDRI	Driva	2018-06-03T17:30:00Z	a250	1.42
29822	MROEDRI	Driva	2018-06-03T17:30:00Z	a254	1.39
29822	MROEDRI	Driva	2018-06-03T17:30:00Z	a365	0.32
29822	MROEDRI	Driva	2018-06-03T17:30:00Z	SUVA_254	55.54
29822	MROEDRI	Driva	2018-06-03T17:30:00Z	E2_E3	4.49
29822	MROEDRI	Driva	2018-07-01T00:00:00Z	TOC_mg_L	0.61
29822	MROEDRI	Driva	2018-08-05T09:00:00Z	TOC_mg_L	2
29822	MROEDRI	Driva	2018-08-05T09:00:00Z	a250	3.34
29822	MROEDRI	Driva	2018-08-05T09:00:00Z	a254	3.24
29822	MROEDRI	Driva	2018-08-05T09:00:00Z	a365	0.66
29822	MROEDRI	Driva	2018-08-05T09:00:00Z	SUVA_254	61.76
29822	MROEDRI	Driva	2018-08-05T09:00:00Z	E2_E3	5.07
29822	MROEDRI	Driva	2018-09-02T20:00:00Z	TOC_mg_L	1.04
29822	MROEDRI	Driva	2018-09-02T20:00:00Z	a250	1.52
29822	MROEDRI	Driva	2018-09-02T20:00:00Z	a254	1.47
29822	MROEDRI	Driva	2018-09-02T20:00:00Z	a365	0.27
29822	MROEDRI	Driva	2018-09-02T20:00:00Z	SUVA_254	70.95
29822	MROEDRI	Driva	2018-09-02T20:00:00Z	E2_E3	5.53
29822	MROEDRI	Driva	2018-09-30T19:00:00Z	TOC_mg_L	1.9
29822	MROEDRI	Driva	2018-09-30T19:00:00Z	a250	3.09
29822	MROEDRI	Driva	2018-09-30T19:00:00Z	a254	2.99
29822	MROEDRI	Driva	2018-09-30T19:00:00Z	a365	0.59
29822	MROEDRI	Driva	2018-09-30T19:00:00Z	SUVA_254	63.49
29822	MROEDRI	Driva	2018-09-30T19:00:00Z	E2_E3	5.25
29822	MROEDRI	Driva	2018-11-06T11:00:00Z	TOC_mg_L	1.8
29822	MROEDRI	Driva	2018-11-06T11:00:00Z	a250	3.29
29822	MROEDRI	Driva	2018-11-06T11:00:00Z	a254	3.18
29822	MROEDRI	Driva	2018-11-06T11:00:00Z	a365	0.64
29822	MROEDRI	Driva	2018-11-06T11:00:00Z	SUVA_254	56.59
29822	MROEDRI	Driva	2018-11-06T11:00:00Z	E2_E3	5.16
29822	MROEDRI	Driva	2018-12-03T12:00:00Z	TOC_mg_L	1.2
29822	MROEDRI	Driva	2018-12-03T12:00:00Z	a250	1.95
29822	MROEDRI	Driva	2018-12-03T12:00:00Z	a254	1.88
29822	MROEDRI	Driva	2018-12-03T12:00:00Z	a365	0.37
29822	MROEDRI	Driva	2018-12-03T12:00:00Z	SUVA_254	63.69
29822	MROEDRI	Driva	2018-12-03T12:00:00Z	E2_E3	5.29
29832	ROGEBJE	Bjerkreimselva	2018-01-07T17:40:00Z	TOC_mg_L	1.3
29832	ROGEBJE	Bjerkreimselva	2018-01-07T17:40:00Z	a250	2.48
29832	ROGEBJE	Bjerkreimselva	2018-01-07T17:40:00Z	a254	2.41
29832	ROGEBJE	Bjerkreimselva	2018-01-07T17:40:00Z	a365	0.52
29832	ROGEBJE	Bjerkreimselva	2018-01-07T17:40:00Z	SUVA_254	53.98
29832	ROGEBJE	Bjerkreimselva	2018-01-07T17:40:00Z	E2_E3	4.81
29832	ROGEBJE	Bjerkreimselva	2018-02-06T15:30:00Z	TOC_mg_L	1.5
29832	ROGEBJE	Bjerkreimselva	2018-02-06T15:30:00Z	a250	2.59
29832	ROGEBJE	Bjerkreimselva	2018-02-06T15:30:00Z	a254	2.52
29832	ROGEBJE	Bjerkreimselva	2018-02-06T15:30:00Z	a365	0.53
29832	ROGEBJE	Bjerkreimselva	2018-02-06T15:30:00Z	SUVA_254	59.64
29832	ROGEBJE	Bjerkreimselva	2018-02-06T15:30:00Z	E2_E3	4.87
29832	ROGEBJE	Bjerkreimselva	2018-03-05T16:00:00Z	TOC_mg_L	1.2
29832	ROGEBJE	Bjerkreimselva	2018-03-05T16:00:00Z	a250	2.33
29832	ROGEBJE	Bjerkreimselva	2018-03-05T16:00:00Z	a254	2.26
29832	ROGEBJE	Bjerkreimselva	2018-03-05T16:00:00Z	a365	0.48
29832	ROGEBJE	Bjerkreimselva	2018-03-05T16:00:00Z	SUVA_254	53.12
29832	ROGEBJE	Bjerkreimselva	2018-03-05T16:00:00Z	E2_E3	4.89
29832	ROGEBJE	Bjerkreimselva	2018-04-11T16:00:00Z	TOC_mg_L	1.2
29832	ROGEBJE	Bjerkreimselva	2018-04-11T16:00:00Z	a250	2.34
29832	ROGEBJE	Bjerkreimselva	2018-04-11T16:00:00Z	a254	2.27
29832	ROGEBJE	Bjerkreimselva	2018-04-11T16:00:00Z	a365	0.47
29832	ROGEBJE	Bjerkreimselva	2018-04-11T16:00:00Z	SUVA_254	52.97
29832	ROGEBJE	Bjerkreimselva	2018-04-11T16:00:00Z	E2_E3	4.97
29832	ROGEBJE	Bjerkreimselva	2018-05-08T17:00:00Z	TOC_mg_L	1.2
29832	ROGEBJE	Bjerkreimselva	2018-05-08T17:00:00Z	a250	2.33
29832	ROGEBJE	Bjerkreimselva	2018-05-08T17:00:00Z	a254	2.27
29832	ROGEBJE	Bjerkreimselva	2018-05-08T17:00:00Z	a365	0.48
29832	ROGEBJE	Bjerkreimselva	2018-05-08T17:00:00Z	SUVA_254	52.85
29832	ROGEBJE	Bjerkreimselva	2018-05-08T17:00:00Z	E2_E3	4.9
29832	ROGEBJE	Bjerkreimselva	2018-06-04T17:00:00Z	TOC_mg_L	1.6
29832	ROGEBJE	Bjerkreimselva	2018-06-04T17:00:00Z	a250	2.2
29832	ROGEBJE	Bjerkreimselva	2018-06-04T17:00:00Z	a254	2.14
29832	ROGEBJE	Bjerkreimselva	2018-06-04T17:00:00Z	a365	0.4
29832	ROGEBJE	Bjerkreimselva	2018-06-04T17:00:00Z	SUVA_254	74.81
29832	ROGEBJE	Bjerkreimselva	2018-06-04T17:00:00Z	E2_E3	5.45
29832	ROGEBJE	Bjerkreimselva	2018-07-04T12:00:00Z	TOC_mg_L	1.3
29832	ROGEBJE	Bjerkreimselva	2018-07-04T12:00:00Z	a250	1.9
29832	ROGEBJE	Bjerkreimselva	2018-07-04T12:00:00Z	a254	1.84
29832	ROGEBJE	Bjerkreimselva	2018-07-04T12:00:00Z	a365	0.35
29832	ROGEBJE	Bjerkreimselva	2018-07-04T12:00:00Z	SUVA_254	70.52
29832	ROGEBJE	Bjerkreimselva	2018-07-04T12:00:00Z	E2_E3	5.42
29832	ROGEBJE	Bjerkreimselva	2018-08-07T16:00:00Z	TOC_mg_L	1.4
29832	ROGEBJE	Bjerkreimselva	2018-08-07T16:00:00Z	a250	1.85
29832	ROGEBJE	Bjerkreimselva	2018-08-07T16:00:00Z	a254	1.79
29832	ROGEBJE	Bjerkreimselva	2018-08-07T16:00:00Z	a365	0.34
29832	ROGEBJE	Bjerkreimselva	2018-08-07T16:00:00Z	SUVA_254	78.33
29832	ROGEBJE	Bjerkreimselva	2018-08-07T16:00:00Z	E2_E3	5.51
29832	ROGEBJE	Bjerkreimselva	2018-09-05T17:28:00Z	TOC_mg_L	1.65
29832	ROGEBJE	Bjerkreimselva	2018-09-05T17:28:00Z	a250	2.52
29832	ROGEBJE	Bjerkreimselva	2018-09-05T17:28:00Z	a254	2.45
29832	ROGEBJE	Bjerkreimselva	2018-09-05T17:28:00Z	a365	0.48
29832	ROGEBJE	Bjerkreimselva	2018-09-05T17:28:00Z	SUVA_254	67.41
29832	ROGEBJE	Bjerkreimselva	2018-09-05T17:28:00Z	E2_E3	5.23
29832	ROGEBJE	Bjerkreimselva	2018-10-09T16:00:00Z	TOC_mg_L	1.7
29832	ROGEBJE	Bjerkreimselva	2018-10-09T16:00:00Z	a250	3.36
29832	ROGEBJE	Bjerkreimselva	2018-10-09T16:00:00Z	a254	3.26
29832	ROGEBJE	Bjerkreimselva	2018-10-09T16:00:00Z	a365	0.7
29832	ROGEBJE	Bjerkreimselva	2018-10-09T16:00:00Z	SUVA_254	52.18
29832	ROGEBJE	Bjerkreimselva	2018-10-09T16:00:00Z	E2_E3	4.83
29832	ROGEBJE	Bjerkreimselva	2018-11-07T17:00:00Z	TOC_mg_L	1.4
29832	ROGEBJE	Bjerkreimselva	2018-11-07T17:00:00Z	a250	2.92
29832	ROGEBJE	Bjerkreimselva	2018-11-07T17:00:00Z	a254	2.83
29832	ROGEBJE	Bjerkreimselva	2018-11-07T17:00:00Z	a365	0.61
29832	ROGEBJE	Bjerkreimselva	2018-11-07T17:00:00Z	SUVA_254	49.4
29832	ROGEBJE	Bjerkreimselva	2018-11-07T17:00:00Z	E2_E3	4.83
29832	ROGEBJE	Bjerkreimselva	2018-12-05T16:30:00Z	TOC_mg_L	1.5
29832	ROGEBJE	Bjerkreimselva	2018-12-05T16:30:00Z	a250	2.97
29832	ROGEBJE	Bjerkreimselva	2018-12-05T16:30:00Z	a254	2.88
29832	ROGEBJE	Bjerkreimselva	2018-12-05T16:30:00Z	a365	0.62
