ProjectId	ProjectName	StationId	StationCode	StationName	SampleDate	Depth1	Depth2	A254	A285	A365	A410
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	03.09.2018 08:50:00	0	0	0.052822	0.03562	0.00956	0.004306
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	01.10.2018 00:00:00	0	0				
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	01.10.2018 13:55:00	0	0	0.11103	0.077884	0.023616	0.01095
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	05.11.2018 08:50:00	0	0	0.106066	0.074094	0.021996	0.009888
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	04.12.2018 11:30:00	0	0	0.155808	0.110688	0.033836	0.0152958
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	07.01.2019 10:12:00	0	0	0.112938	0.079648	0.02429	0.01098
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	04.02.2019 14:30:00	0	0	0.09297	0.0652	0.019552	0.008722
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	04.03.2019 08:30:00	0	0	0.118616	0.0840858	0.0254378	0.011446
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	01.04.2019 12:40:00	0	0	0.125534	0.088788	0.027022	0.0121662
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	06.05.2019 13:20:00	0	0	0.104862	0.073006	0.021516	0.009594
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	03.06.2019 12:50:00	0	0	0.12281	0.085776	0.025848	0.011734
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	01.07.2019 08:30:00	0	0	0.115608	0.08067	0.024134	0.011
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	05.08.2019 13:15:00	0	0	0.134344	0.093802	0.027368	0.011994
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	02.09.2019 13:15:00	0	0	0.205222	0.14589	0.044914	0.020608
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	07.10.2019 14:06:00	0	0	0.185766	0.131988	0.039824	0.018244
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	04.11.2019 05:50:00	0	0	0.1545658	0.10999	0.03419	0.015934
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	02.12.2019 10:45:00	0	0	0.17201	0.123494	0.038852	0.017976
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	07.01.2020 12:35:00	0	0	0.128282	0.091918	0.028656	0.013204
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	03.02.2020 11:10:00	0	0	0.135598	0.09654	0.03	0.013814
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	02.03.2020 14:58:00	0	0	0.108306	0.076414	0.023344	0.010624
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	14.04.2020 14:25:00	0	0	0.091514	0.0639	0.019106	0.008668
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	04.05.2020 12:05:00	0	0	0.08844	0.061504	0.017968	0.007904
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	02.06.2020 14:09:00	0	0	0.08092	0.0558	0.0160358	0.007232
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	06.07.2020 14:45:00	0	0	0.085804	0.056688	0.0142958	0.005272
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	03.08.2020 11:35:00	0	0	0.12678	0.089644	0.026866	0.011972
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	07.09.2020 11:55:00	0	0	0.097574	0.068328	0.0197838	0.008734
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	05.10.2020 09:50:00	0	0	0.1750418	0.12496	0.03764	0.016968
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	02.11.2020 00:00:00	0	0	0.189526	0.136708	0.042902	0.01994
12564	Elveoverv†kings hovedelver 2021-25	40354	VAGEOTR	Otra	07.12.2020 11:05:00	0	0	0.151092	0.108594	0.034004	0.0157298
12564	Elveoverv†kings hovedelver 2021-25	40355	VESENUM	Numedalsl†gen	23.01.2017 09:00:00	0	0	0.102628	0.071898	0.021028	0.009692
12564	Elveoverv†kings hovedelver 2021-25	40355	VESENUM	Numedalsl†gen	06.02.2017 10:30:00	0	0	0.086482	0.0603042	0.017528	0.008158
12564	Elveoverv†kings hovedelver 2021-25	40355	VESENUM	Numedalsl†gen	16.02.2017 00:00:00	0	0				
12564	Elveoverv†kings hovedelver 2021-25	40355	VESENUM	Numedalsl†gen	17.02.2017 00:00:00	0	0				
12564	Elveoverv†kings hovedelver 2021-25	40355	VESENUM	Numedalsl†gen	06.03.2017 11:00:00	0	0	0.1175	0.082494	0.023738	0.010682
12564	Elveoverv†kings hovedelver 2021-25	40355	VESENUM	Numedalsl†gen	03.04.2017 08:30:00	0	0	0.213916	0.152724	0.04633	0.021396
12564	Elveoverv†kings hovedelver 2021-25	40355	VESENUM	Numedalsl†gen	02.05.2017 11:00:00	0	0	0.168644	0.118288	0.034356	0.01585
